# Ping Monthly Archive -- 2026-05

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-05-11 | AVGO | candidate | 265 | 0 |
| 2026-05-11 | CSCO | candidate | 271 | 0 |
| 2026-05-11 | LRCX | candidate | 256 | 0 |
| 2026-05-11 | SPY | etf | 166 | 0 |
| 2026-05-11 | XLB | etf | 18 | 0 |
| 2026-05-11 | XLC | etf | 39 | 0 |
| 2026-05-11 | XLE | etf | 125 | 0 |
| 2026-05-11 | XLF | etf | 62 | 0 |
| 2026-05-11 | XLI | etf | 28 | 0 |
| 2026-05-11 | XLK | etf | 91 | 0 |
| 2026-05-11 | XLP | etf | 24 | 0 |
| 2026-05-11 | XLRE | etf | 24 | 0 |
| 2026-05-11 | XLU | etf | 59 | 0 |
| 2026-05-11 | XLV | etf | 49 | 0 |
| 2026-05-11 | XLY | etf | 18 | 0 |
| 2026-05-12 | CAT | candidate | 270 | 0 |
| 2026-05-12 | NVDA | candidate | 185 | 0 |
| 2026-05-12 | PM | candidate | 187 | 0 |
| 2026-05-12 | SPY | etf | 168 | 0 |
| 2026-05-12 | XLB | etf | 22 | 0 |
| 2026-05-12 | XLC | etf | 14 | 0 |
| 2026-05-12 | XLE | etf | 135 | 0 |
| 2026-05-12 | XLF | etf | 48 | 0 |
| 2026-05-12 | XLI | etf | 27 | 0 |
| 2026-05-12 | XLK | etf | 93 | 0 |
| 2026-05-12 | XLP | etf | 27 | 0 |
| 2026-05-12 | XLRE | etf | 22 | 0 |
| 2026-05-12 | XLU | etf | 52 | 0 |
| 2026-05-12 | XLV | etf | 42 | 0 |
| 2026-05-12 | XLY | etf | 18 | 0 |
| 2026-05-13 | AAPL | candidate | 229 | 0 |
| 2026-05-13 | CAT | candidate | 270 | 0 |
| 2026-05-13 | NVDA | candidate | 220 | 0 |
| 2026-05-13 | SPY | etf | 165 | 0 |
| 2026-05-13 | XLB | etf | 12 | 0 |
| 2026-05-13 | XLC | etf | 14 | 0 |
