# Ping Session Summary -- 2026-06-19

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ARM | candidate | 1 | 0 | 0 | 1 | 0 | 15:59:00 | 15:59:00 |
| AVGO | candidate | 1 | 0 | 0 | 1 | 0 | 15:59:00 | 15:59:00 |
| GE | candidate | 1 | 0 | 0 | 1 | 0 | 15:59:00 | 15:59:00 |
| GEV | candidate | 1 | 0 | 0 | 1 | 0 | 15:59:00 | 15:59:00 |
| SPY | etf | 1 | 0 | 0 | 0 | 1 | 19:58:00 | 19:58:00 |
| TSM | candidate | 1 | 0 | 0 | 1 | 0 | 15:59:00 | 15:59:00 |
| XLB | etf | 1 | 0 | 0 | 0 | 1 | 19:51:00 | 19:51:00 |
| XLC | etf | 1 | 0 | 0 | 0 | 1 | 19:49:00 | 19:49:00 |
| XLE | etf | 1 | 0 | 0 | 0 | 1 | 19:58:00 | 19:58:00 |
| XLF | etf | 1 | 0 | 0 | 0 | 1 | 19:58:00 | 19:58:00 |
| XLI | etf | 1 | 0 | 0 | 0 | 1 | 19:54:00 | 19:54:00 |
| XLK | etf | 1 | 0 | 0 | 0 | 1 | 19:57:00 | 19:57:00 |
| XLP | etf | 1 | 0 | 0 | 0 | 1 | 19:56:00 | 19:56:00 |
| XLRE | etf | 1 | 0 | 0 | 0 | 1 | 19:36:00 | 19:36:00 |
| XLU | etf | 1 | 0 | 0 | 0 | 1 | 19:52:00 | 19:52:00 |
| XLV | etf | 1 | 0 | 0 | 0 | 1 | 19:58:00 | 19:58:00 |
| XLY | etf | 1 | 0 | 0 | 0 | 1 | 19:52:00 | 19:52:00 |
