# Ping Session Summary -- 2026-06-26

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| ABBV | candidate | 266 | 0 | 0 | 0 | 266 | 09:30:11 | 13:59:00 |
| ADBE | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| AEP | candidate | 163 | 0 | 0 | 104 | 59 | 10:57:00 | 13:59:00 |
| AMZN | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| ANET | candidate | 218 | 0 | 0 | 155 | 63 | 10:18:00 | 13:59:00 |
| ARM | candidate | 222 | 0 | 0 | 158 | 64 | 10:17:00 | 13:59:00 |
| AVGO | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| CAT | candidate | 264 | 0 | 164 | 37 | 63 | 09:30:02 | 13:59:00 |
| D | candidate | 169 | 0 | 0 | 109 | 60 | 10:57:00 | 13:59:00 |
| DE | candidate | 230 | 0 | 0 | 40 | 190 | 09:30:07 | 13:59:00 |
| ETR | candidate | 146 | 0 | 0 | 93 | 53 | 10:56:00 | 13:59:00 |
| GE | candidate | 270 | 0 | 0 | 47 | 223 | 09:30:02 | 13:59:00 |
| GOOGL | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| IBM | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| LRCX | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| META | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| MSFT | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| MU | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| NVDA | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| PLTR | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| RTX | candidate | 212 | 0 | 0 | 0 | 212 | 10:17:00 | 13:59:00 |
| SMCI | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| SPY | etf | 140 | 0 | 0 | 0 | 140 | 05:59:00 | 08:48:00 |
| TSLA | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| TSM | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| UNH | candidate | 270 | 0 | 0 | 86 | 184 | 09:30:02 | 13:59:00 |
| XLB | etf | 21 | 0 | 0 | 0 | 21 | 05:29:00 | 08:15:00 |
| XLC | etf | 12 | 0 | 0 | 0 | 12 | 05:15:00 | 08:14:00 |
| XLE | etf | 63 | 0 | 0 | 0 | 63 | 05:58:00 | 08:47:00 |
| XLF | etf | 44 | 0 | 0 | 0 | 44 | 05:42:00 | 08:47:00 |
| XLI | etf | 40 | 0 | 0 | 0 | 40 | 05:51:00 | 08:45:00 |
| XLK | etf | 63 | 0 | 0 | 0 | 63 | 05:51:00 | 08:46:00 |
| XLP | etf | 33 | 0 | 0 | 0 | 33 | 05:49:00 | 08:45:00 |
| XLRE | etf | 13 | 0 | 0 | 0 | 13 | 05:00:00 | 08:26:00 |
| XLU | etf | 36 | 0 | 0 | 0 | 36 | 05:51:00 | 08:43:00 |
| XLV | etf | 41 | 0 | 0 | 0 | 41 | 05:53:00 | 08:46:00 |
| XLY | etf | 15 | 0 | 0 | 0 | 15 | 05:20:00 | 08:20:00 |
