# Ping Session Summary -- 2026-06-10

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 183 | 0 | 0 | 129 | 54 | 10:19:00 | 14:00:00 |
| ADBE | candidate | 188 | 0 | 0 | 132 | 56 | 10:18:00 | 14:00:00 |
| AMZN | candidate | 188 | 0 | 0 | 130 | 58 | 10:19:00 | 14:00:00 |
| ANET | candidate | 183 | 0 | 0 | 128 | 55 | 10:19:00 | 14:00:00 |
| ARM | candidate | 210 | 0 | 0 | 151 | 59 | 10:18:00 | 13:59:00 |
| AVGO | candidate | 204 | 0 | 0 | 150 | 54 | 10:18:00 | 13:59:00 |
| CAT | candidate | 249 | 0 | 0 | 46 | 203 | 09:30:26 | 13:59:00 |
| GE | candidate | 247 | 0 | 0 | 0 | 247 | 09:30:29 | 14:00:00 |
| GOOGL | candidate | 201 | 0 | 0 | 146 | 55 | 10:18:00 | 13:59:00 |
| IBM | candidate | 187 | 0 | 0 | 137 | 50 | 10:18:00 | 14:00:00 |
| KO | candidate | 243 | 0 | 0 | 138 | 105 | 09:30:31 | 14:00:00 |
| LIN | candidate | 236 | 0 | 0 | 46 | 190 | 09:30:01 | 14:00:00 |
| LRCX | candidate | 184 | 0 | 0 | 130 | 54 | 10:19:00 | 14:00:00 |
| MAR | candidate | 190 | 0 | 0 | 0 | 190 | 10:17:00 | 14:00:00 |
| MDLZ | candidate | 192 | 0 | 0 | 90 | 102 | 10:18:00 | 14:00:00 |
| META | candidate | 191 | 0 | 0 | 134 | 57 | 10:18:00 | 14:00:00 |
| MSFT | candidate | 186 | 0 | 0 | 129 | 57 | 10:19:00 | 14:00:00 |
| MU | candidate | 189 | 0 | 0 | 131 | 58 | 10:19:00 | 14:00:00 |
| NVDA | candidate | 186 | 0 | 0 | 130 | 56 | 10:19:00 | 14:00:00 |
| PLTR | candidate | 188 | 0 | 0 | 131 | 57 | 10:18:00 | 14:00:00 |
| SMCI | candidate | 188 | 0 | 0 | 130 | 58 | 10:18:00 | 14:00:00 |
| SO | candidate | 170 | 0 | 0 | 109 | 61 | 10:57:00 | 13:59:00 |
| SPY | etf | 153 | 0 | 0 | 0 | 153 | 05:59:00 | 08:48:00 |
| TJX | candidate | 190 | 0 | 0 | 0 | 190 | 10:17:00 | 14:00:00 |
| TSLA | candidate | 183 | 0 | 0 | 129 | 54 | 10:19:00 | 14:00:00 |
| TSM | candidate | 207 | 0 | 0 | 151 | 56 | 10:18:00 | 13:59:00 |
| UNH | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:28 | 14:00:00 |
| XLB | etf | 16 | 0 | 0 | 0 | 16 | 05:27:00 | 08:31:00 |
| XLC | etf | 12 | 0 | 0 | 0 | 12 | 04:53:00 | 08:00:00 |
| XLE | etf | 95 | 0 | 0 | 0 | 95 | 05:50:00 | 08:47:00 |
| XLF | etf | 57 | 0 | 0 | 0 | 57 | 05:27:00 | 08:43:00 |
| XLI | etf | 25 | 0 | 0 | 0 | 25 | 05:42:00 | 08:38:00 |
| XLK | etf | 81 | 0 | 0 | 0 | 81 | 05:56:00 | 08:47:00 |
| XLP | etf | 61 | 0 | 0 | 0 | 61 | 05:27:00 | 08:47:00 |
| XLRE | etf | 20 | 0 | 0 | 0 | 20 | 05:27:00 | 08:47:00 |
| XLU | etf | 49 | 0 | 0 | 0 | 49 | 05:41:00 | 08:47:00 |
| XLV | etf | 58 | 0 | 0 | 0 | 58 | 05:52:00 | 08:48:00 |
| XLY | etf | 23 | 0 | 0 | 0 | 23 | 05:36:00 | 08:31:00 |
