# Ping Session Summary -- 2026-06-01

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 223 | 0 | 0 | 100 | 123 | 10:17:00 | 13:59:00 |
| AMD | candidate | 223 | 0 | 0 | 40 | 183 | 10:17:00 | 13:59:00 |
| AVGO | candidate | 223 | 0 | 60 | 100 | 63 | 10:17:00 | 13:59:00 |
| MSFT | candidate | 223 | 0 | 0 | 160 | 63 | 10:17:00 | 13:59:00 |
| MU | candidate | 223 | 0 | 60 | 100 | 63 | 10:17:00 | 13:59:00 |
| SPY | etf | 154 | 0 | 0 | 0 | 154 | 05:59:00 | 08:48:00 |
| XLB | etf | 21 | 0 | 0 | 0 | 21 | 05:20:00 | 08:27:00 |
| XLC | etf | 14 | 0 | 0 | 0 | 14 | 05:24:00 | 08:40:00 |
| XLE | etf | 99 | 0 | 0 | 0 | 99 | 05:52:00 | 08:47:00 |
| XLF | etf | 55 | 0 | 0 | 0 | 55 | 05:51:00 | 08:46:00 |
| XLI | etf | 29 | 0 | 0 | 0 | 29 | 05:47:00 | 08:41:00 |
| XLK | etf | 88 | 0 | 0 | 0 | 88 | 05:59:00 | 08:46:00 |
| XLP | etf | 35 | 0 | 0 | 0 | 35 | 05:33:00 | 08:44:00 |
| XLRE | etf | 16 | 0 | 0 | 0 | 16 | 05:23:00 | 08:24:00 |
| XLU | etf | 60 | 0 | 0 | 0 | 60 | 05:53:00 | 08:46:00 |
| XLV | etf | 46 | 0 | 0 | 0 | 46 | 05:44:00 | 08:35:00 |
| XLY | etf | 25 | 0 | 0 | 0 | 25 | 05:31:00 | 08:44:00 |
