# Ping Session Summary -- 2026-06-29

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ABBV | candidate | 267 | 0 | 0 | 145 | 122 | 09:30:01 | 13:59:00 |
| ARM | candidate | 222 | 0 | 0 | 158 | 64 | 10:18:00 | 13:59:00 |
| DUK | candidate | 202 | 0 | 0 | 0 | 202 | 10:18:00 | 13:59:00 |
| JNJ | candidate | 267 | 0 | 0 | 205 | 62 | 09:30:10 | 13:59:00 |
| MRK | candidate | 268 | 0 | 0 | 144 | 124 | 09:30:30 | 13:59:00 |
| SPY | etf | 145 | 0 | 0 | 0 | 145 | 05:59:00 | 08:48:00 |
| TMO | candidate | 252 | 0 | 0 | 132 | 120 | 09:30:10 | 13:59:00 |
| UNH | candidate | 269 | 0 | 0 | 205 | 64 | 09:30:10 | 13:59:00 |
| XLB | etf | 22 | 0 | 0 | 0 | 22 | 05:24:00 | 08:17:00 |
| XLC | etf | 32 | 0 | 0 | 0 | 32 | 05:24:00 | 08:38:00 |
| XLE | etf | 72 | 0 | 0 | 0 | 72 | 05:50:00 | 08:46:00 |
| XLF | etf | 43 | 0 | 0 | 0 | 43 | 05:50:00 | 08:45:00 |
| XLI | etf | 29 | 0 | 0 | 0 | 29 | 05:24:00 | 08:39:00 |
| XLK | etf | 65 | 0 | 0 | 0 | 65 | 05:53:00 | 08:46:00 |
| XLP | etf | 30 | 0 | 0 | 0 | 30 | 05:44:00 | 08:47:00 |
| XLRE | etf | 15 | 0 | 0 | 0 | 15 | 05:43:00 | 08:36:00 |
| XLU | etf | 36 | 0 | 0 | 0 | 36 | 05:56:00 | 08:46:00 |
| XLV | etf | 80 | 0 | 0 | 0 | 80 | 05:54:00 | 08:44:00 |
| XLY | etf | 50 | 0 | 0 | 0 | 50 | 05:24:00 | 08:47:00 |
