# Ping Session Summary -- 2026-06-04

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| CAT | candidate | 231 | 0 | 0 | 8 | 223 | 09:30:04 | 13:59:00 |
| ETN | candidate | 224 | 0 | 0 | 8 | 216 | 09:30:03 | 13:59:00 |
| SPY | etf | 164 | 0 | 0 | 0 | 164 | 05:59:00 | 08:48:00 |
| TJX | candidate | 178 | 0 | 0 | 116 | 62 | 10:57:00 | 13:59:00 |
| XLB | etf | 18 | 0 | 0 | 0 | 18 | 05:38:00 | 08:43:00 |
| XLC | etf | 15 | 0 | 0 | 0 | 15 | 05:03:00 | 08:37:00 |
| XLE | etf | 107 | 0 | 0 | 0 | 107 | 05:57:00 | 08:48:00 |
| XLF | etf | 67 | 0 | 0 | 0 | 67 | 05:41:00 | 08:48:00 |
| XLI | etf | 24 | 0 | 0 | 0 | 24 | 05:37:00 | 08:39:00 |
| XLK | etf | 96 | 0 | 0 | 0 | 96 | 05:49:00 | 08:48:00 |
| XLP | etf | 56 | 0 | 0 | 0 | 56 | 05:33:00 | 08:38:00 |
| XLRE | etf | 18 | 0 | 0 | 0 | 18 | 05:13:00 | 08:36:00 |
| XLU | etf | 43 | 0 | 0 | 0 | 43 | 05:55:00 | 08:38:00 |
| XLV | etf | 58 | 0 | 0 | 0 | 58 | 05:48:00 | 08:48:00 |
| XLY | etf | 24 | 0 | 0 | 0 | 24 | 05:29:00 | 08:48:00 |
