# Ping Session Summary -- 2026-08-17

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AMD | candidate | 176 | 0 | 0 | 0 | 176 | 10:57:00 | 13:59:00 |
| ARM | candidate | 156 | 0 | 0 | 55 | 101 | 10:59:00 | 13:58:00 |
| CAT | candidate | 161 | 0 | 0 | 105 | 56 | 10:58:00 | 13:59:00 |
| COP | candidate | 249 | 0 | 0 | 46 | 203 | 09:30:27 | 13:58:00 |
| DIA | candidate | 253 | 0 | 0 | 0 | 253 | 09:30:23 | 13:59:00 |
| ETR | candidate | 44 | 0 | 0 | 0 | 44 | 12:58:00 | 13:59:00 |
| GE | candidate | 153 | 0 | 0 | 99 | 54 | 10:58:00 | 13:58:00 |
| GEV | candidate | 206 | 0 | 0 | 147 | 59 | 10:15:00 | 13:59:00 |
| GOOGL | candidate | 218 | 0 | 0 | 38 | 180 | 10:18:00 | 13:59:00 |
| IWM | candidate | 257 | 0 | 0 | 0 | 257 | 09:30:33 | 13:59:00 |
| JPM | candidate | 250 | 0 | 0 | 46 | 204 | 09:30:29 | 13:59:00 |
| LIN | candidate | 52 | 0 | 0 | 0 | 52 | 12:58:00 | 13:59:00 |
| META | candidate | 180 | 0 | 0 | 0 | 180 | 10:57:00 | 13:59:00 |
| MPC | candidate | 243 | 0 | 0 | 43 | 200 | 09:30:06 | 13:58:00 |
| MRK | candidate | 207 | 0 | 0 | 99 | 108 | 10:17:00 | 13:59:00 |
| MU | candidate | 207 | 0 | 0 | 0 | 207 | 10:15:00 | 13:59:00 |
| NEM | candidate | 57 | 0 | 0 | 0 | 57 | 12:57:00 | 13:59:00 |
| NUE | candidate | 32 | 0 | 0 | 0 | 32 | 12:58:00 | 13:59:00 |
| PG | candidate | 106 | 0 | 0 | 47 | 59 | 09:30:23 | 13:58:00 |
| PSX | candidate | 243 | 0 | 0 | 44 | 199 | 09:30:20 | 13:58:00 |
| QQQ | candidate | 264 | 0 | 0 | 0 | 264 | 09:30:10 | 13:59:00 |
| SHW | candidate | 48 | 0 | 0 | 0 | 48 | 12:56:00 | 13:59:00 |
| SO | candidate | 97 | 0 | 0 | 0 | 97 | 11:57:00 | 13:59:00 |
| SPY | candidate | 237 | 0 | 0 | 0 | 237 | 09:30:33 | 13:59:00 |
| SPY | etf | 221 | 0 | 0 | 0 | 221 | 05:59:00 | 09:58:00 |
| XLB | candidate | 216 | 0 | 0 | 0 | 216 | 09:30:20 | 13:59:00 |
| XLB | etf | 55 | 0 | 0 | 0 | 55 | 05:02:00 | 09:58:00 |
| XLC | candidate | 225 | 0 | 0 | 0 | 225 | 09:30:17 | 13:59:00 |
| XLC | etf | 40 | 0 | 0 | 0 | 40 | 05:42:00 | 09:58:00 |
| XLE | candidate | 228 | 0 | 0 | 0 | 228 | 09:30:20 | 13:58:00 |
| XLE | etf | 138 | 0 | 0 | 0 | 138 | 05:54:00 | 09:58:00 |
| XLF | candidate | 221 | 0 | 0 | 0 | 221 | 09:30:20 | 13:59:00 |
| XLF | etf | 87 | 0 | 0 | 0 | 87 | 05:34:00 | 09:58:00 |
| XLI | candidate | 223 | 0 | 0 | 0 | 223 | 09:30:28 | 13:59:00 |
| XLI | etf | 60 | 0 | 0 | 0 | 60 | 05:27:00 | 09:58:00 |
| XLK | candidate | 220 | 0 | 0 | 0 | 220 | 09:30:32 | 13:59:00 |
| XLK | etf | 119 | 0 | 0 | 0 | 119 | 05:46:00 | 09:58:00 |
| XLP | candidate | 225 | 0 | 0 | 0 | 225 | 09:30:22 | 13:59:00 |
| XLP | etf | 68 | 0 | 0 | 0 | 68 | 05:45:00 | 09:58:00 |
| XLRE | candidate | 216 | 0 | 0 | 0 | 216 | 09:30:12 | 13:58:00 |
| XLRE | etf | 63 | 0 | 0 | 0 | 63 | 05:23:00 | 09:58:00 |
| XLU | candidate | 227 | 0 | 0 | 0 | 227 | 09:30:23 | 13:58:00 |
| XLU | etf | 74 | 0 | 0 | 0 | 74 | 05:50:00 | 09:58:00 |
| XLV | candidate | 224 | 0 | 0 | 0 | 224 | 09:30:22 | 13:58:00 |
| XLV | etf | 75 | 0 | 0 | 0 | 75 | 05:09:00 | 09:58:00 |
| XLY | candidate | 222 | 0 | 0 | 0 | 222 | 09:30:32 | 13:59:00 |
| XLY | etf | 47 | 0 | 0 | 0 | 47 | 04:47:00 | 09:58:00 |
