# Ping Session Summary -- 2026-08-31

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AEM | candidate | 328 | 0 | 0 | 0 | 328 | 09:30:17 | 15:59:00 |
| AEM | etf | 88 | 0 | 0 | 0 | 88 | 05:45:00 | 09:58:00 |
| AU | candidate | 311 | 0 | 0 | 0 | 311 | 09:30:10 | 15:59:00 |
| AU | etf | 94 | 0 | 0 | 0 | 94 | 05:19:00 | 09:57:00 |
| CAT | candidate | 320 | 0 | 0 | 0 | 320 | 09:30:26 | 15:59:00 |
| CAT | etf | 120 | 0 | 0 | 0 | 120 | 05:47:00 | 09:57:00 |
| COST | candidate | 214 | 0 | 0 | 0 | 214 | 11:56:00 | 15:59:00 |
| DIA | candidate | 313 | 0 | 0 | 0 | 313 | 09:30:27 | 15:59:00 |
| FCX | candidate | 316 | 0 | 0 | 0 | 316 | 09:30:25 | 15:59:00 |
| FCX | etf | 109 | 0 | 0 | 0 | 109 | 05:56:00 | 09:58:00 |
| GOLD | candidate | 189 | 0 | 0 | 0 | 189 | 09:30:26 | 15:59:00 |
| GOLD | etf | 46 | 0 | 0 | 0 | 46 | 05:19:00 | 09:57:00 |
| GOOGL | candidate | 324 | 0 | 0 | 160 | 164 | 10:16:00 | 15:59:00 |
| IWM | candidate | 332 | 0 | 0 | 0 | 332 | 09:30:27 | 15:59:00 |
| MA | candidate | 160 | 0 | 0 | 0 | 160 | 12:56:00 | 15:59:00 |
| META | candidate | 329 | 0 | 0 | 0 | 329 | 09:30:15 | 15:59:00 |
| MPC | candidate | 310 | 0 | 0 | 1 | 309 | 09:30:17 | 15:59:00 |
| MSFT | candidate | 327 | 0 | 0 | 160 | 167 | 10:16:00 | 15:59:00 |
| NEM | candidate | 335 | 0 | 0 | 0 | 335 | 09:30:23 | 15:59:00 |
| NEM | etf | 129 | 0 | 0 | 0 | 129 | 05:41:00 | 09:58:00 |
| NUE | candidate | 222 | 0 | 0 | 0 | 222 | 09:30:14 | 15:59:00 |
