# Ping Session Summary -- 2026-07-02

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ARM | candidate | 110 | 0 | 0 | 53 | 57 | 11:57:00 | 13:59:00 |
| BAC | candidate | 261 | 0 | 0 | 200 | 61 | 09:30:39 | 13:59:00 |
| BRK-B | candidate | 250 | 0 | 0 | 198 | 52 | 09:30:38 | 13:59:00 |
| CAT | candidate | 208 | 0 | 0 | 0 | 208 | 10:17:00 | 13:59:00 |
| COST | candidate | 205 | 0 | 0 | 152 | 53 | 10:17:00 | 13:58:00 |
| GE | candidate | 205 | 0 | 0 | 152 | 53 | 10:17:00 | 13:59:00 |
| GEV | candidate | 204 | 0 | 0 | 0 | 204 | 10:17:00 | 13:58:00 |
| GOOGL | candidate | 218 | 0 | 0 | 0 | 218 | 10:17:00 | 13:59:00 |
| JPM | candidate | 260 | 0 | 0 | 201 | 59 | 09:30:40 | 13:59:00 |
| LIN | candidate | 249 | 0 | 0 | 198 | 51 | 09:30:45 | 13:59:00 |
| META | candidate | 179 | 0 | 0 | 0 | 179 | 10:57:00 | 13:59:00 |
| NUE | candidate | 143 | 0 | 0 | 103 | 40 | 10:17:00 | 13:58:00 |
| PG | candidate | 207 | 0 | 0 | 155 | 52 | 10:17:00 | 13:59:00 |
| SHW | candidate | 196 | 0 | 0 | 151 | 45 | 10:18:00 | 13:59:00 |
| SO | candidate | 195 | 0 | 0 | 150 | 45 | 10:17:00 | 13:59:00 |
| SPY | etf | 131 | 0 | 0 | 0 | 131 | 05:58:00 | 08:48:00 |
| V | candidate | 263 | 0 | 0 | 201 | 62 | 09:30:45 | 13:59:00 |
| WELL | candidate | 192 | 0 | 0 | 147 | 45 | 10:16:00 | 13:58:00 |
| WMT | candidate | 218 | 0 | 0 | 156 | 62 | 10:17:00 | 13:59:00 |
| XLB | etf | 12 | 0 | 0 | 0 | 12 | 05:29:00 | 08:38:00 |
| XLC | etf | 14 | 0 | 0 | 0 | 14 | 05:03:00 | 08:14:00 |
| XLE | etf | 66 | 0 | 0 | 0 | 66 | 05:44:00 | 08:45:00 |
| XLF | etf | 73 | 0 | 0 | 0 | 73 | 05:55:00 | 08:46:00 |
| XLI | etf | 26 | 0 | 0 | 0 | 26 | 05:40:00 | 08:44:00 |
| XLK | etf | 64 | 0 | 0 | 0 | 64 | 05:53:00 | 08:46:00 |
| XLP | etf | 31 | 0 | 0 | 0 | 31 | 05:30:00 | 08:47:00 |
| XLRE | etf | 13 | 0 | 0 | 0 | 13 | 05:11:00 | 08:29:00 |
| XLU | etf | 36 | 0 | 0 | 0 | 36 | 05:22:00 | 08:48:00 |
| XLV | etf | 43 | 0 | 0 | 0 | 43 | 05:55:00 | 08:45:00 |
| XLY | etf | 19 | 0 | 0 | 0 | 19 | 05:33:00 | 08:47:00 |
