# Ping Session Summary -- 2026-07-22

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ABBV | candidate | 115 | 0 | 0 | 0 | 115 | 11:57:00 | 13:59:00 |
| AEP | candidate | 208 | 0 | 0 | 0 | 208 | 10:18:00 | 13:59:00 |
| ARM | candidate | 207 | 0 | 0 | 0 | 207 | 10:18:00 | 13:59:00 |
| CAT | candidate | 217 | 0 | 0 | 0 | 217 | 10:18:00 | 13:59:00 |
| COST | candidate | 59 | 0 | 0 | 0 | 59 | 12:57:00 | 13:59:00 |
| D | candidate | 57 | 0 | 0 | 0 | 57 | 12:56:00 | 13:59:00 |
| DIA | candidate | 248 | 0 | 0 | 0 | 248 | 09:30:12 | 13:59:00 |
| ETR | candidate | 166 | 0 | 0 | 120 | 46 | 10:18:00 | 13:59:00 |
| GE | candidate | 216 | 0 | 0 | 154 | 62 | 10:18:00 | 13:59:00 |
| GEV | candidate | 220 | 0 | 0 | 0 | 220 | 10:18:00 | 13:59:00 |
| GOOGL | candidate | 220 | 0 | 0 | 97 | 123 | 10:18:00 | 13:59:00 |
| IWM | candidate | 258 | 0 | 0 | 0 | 258 | 09:30:08 | 13:59:00 |
| JPM | candidate | 259 | 0 | 0 | 135 | 124 | 09:30:06 | 13:59:00 |
| LIN | candidate | 211 | 0 | 0 | 152 | 59 | 10:18:00 | 13:59:00 |
| META | candidate | 220 | 0 | 0 | 0 | 220 | 10:18:00 | 13:59:00 |
| MPC | candidate | 234 | 0 | 0 | 29 | 205 | 09:30:04 | 13:59:00 |
| NEE | candidate | 182 | 0 | 0 | 0 | 182 | 10:57:00 | 13:59:00 |
| NUE | candidate | 132 | 0 | 0 | 95 | 37 | 10:18:00 | 13:59:00 |
| PG | candidate | 220 | 0 | 0 | 157 | 63 | 10:18:00 | 13:59:00 |
| PSX | candidate | 224 | 0 | 0 | 174 | 50 | 09:30:05 | 13:59:00 |
| QQQ | candidate | 258 | 0 | 0 | 0 | 258 | 09:30:01 | 13:59:00 |
| SHW | candidate | 218 | 0 | 0 | 156 | 62 | 10:17:00 | 13:59:00 |
| SO | candidate | 216 | 0 | 0 | 153 | 63 | 10:18:00 | 13:59:00 |
| SPY | candidate | 248 | 0 | 0 | 0 | 248 | 09:30:10 | 13:59:00 |
| SPY | etf | 201 | 0 | 0 | 0 | 201 | 05:58:00 | 09:58:00 |
| V | candidate | 122 | 0 | 0 | 59 | 63 | 11:57:00 | 13:59:00 |
| WELL | candidate | 222 | 0 | 0 | 119 | 103 | 09:30:06 | 13:58:00 |
| WMT | candidate | 63 | 0 | 0 | 0 | 63 | 12:57:00 | 13:59:00 |
| XLB | candidate | 243 | 0 | 0 | 0 | 243 | 09:30:09 | 13:59:00 |
| XLB | etf | 29 | 0 | 0 | 0 | 29 | 04:54:00 | 09:58:00 |
| XLC | candidate | 243 | 0 | 0 | 0 | 243 | 09:30:09 | 13:59:00 |
| XLC | etf | 36 | 0 | 0 | 0 | 36 | 04:38:00 | 09:58:00 |
| XLE | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:08 | 13:59:00 |
| XLE | etf | 147 | 0 | 0 | 0 | 147 | 05:56:00 | 09:58:00 |
| XLF | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:06 | 13:59:00 |
| XLF | etf | 65 | 0 | 0 | 0 | 65 | 05:36:00 | 09:58:00 |
| XLI | candidate | 240 | 0 | 0 | 0 | 240 | 09:30:05 | 13:59:00 |
| XLI | etf | 47 | 0 | 0 | 0 | 47 | 05:18:00 | 09:58:00 |
| XLK | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:08 | 13:59:00 |
| XLK | etf | 101 | 0 | 0 | 0 | 101 | 05:44:00 | 09:58:00 |
| XLP | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:06 | 13:59:00 |
| XLP | etf | 53 | 0 | 0 | 0 | 53 | 05:19:00 | 09:58:00 |
| XLRE | candidate | 225 | 0 | 0 | 0 | 225 | 09:30:10 | 13:59:00 |
| XLRE | etf | 38 | 0 | 0 | 0 | 38 | 05:03:00 | 09:58:00 |
| XLU | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:05 | 13:59:00 |
| XLU | etf | 62 | 0 | 0 | 0 | 62 | 05:46:00 | 09:58:00 |
| XLV | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:06 | 13:59:00 |
| XLV | etf | 63 | 0 | 0 | 0 | 63 | 05:46:00 | 09:58:00 |
| XLY | candidate | 244 | 0 | 0 | 0 | 244 | 09:30:08 | 13:59:00 |
| XLY | etf | 35 | 0 | 0 | 0 | 35 | 05:03:00 | 09:58:00 |
| XOM | candidate | 259 | 0 | 0 | 195 | 64 | 09:30:05 | 13:59:00 |
