# Ping Session Summary -- 2026-07-28

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 147 | 0 | 59 | 60 | 28 | 10:57:00 | 13:58:00 |
| AEP | candidate | 177 | 0 | 0 | 0 | 177 | 10:18:00 | 13:58:00 |
| BRK-B | candidate | 90 | 0 | 0 | 59 | 31 | 11:57:00 | 13:58:00 |
| CAT | candidate | 86 | 0 | 0 | 0 | 86 | 11:57:00 | 13:58:00 |
| CL | candidate | 225 | 0 | 0 | 40 | 185 | 09:30:10 | 13:58:00 |
| COST | candidate | 183 | 0 | 0 | 38 | 145 | 10:18:00 | 13:58:00 |
| DIA | candidate | 235 | 0 | 0 | 0 | 235 | 09:30:11 | 13:58:00 |
| ETR | candidate | 171 | 0 | 0 | 0 | 171 | 10:17:00 | 13:58:00 |
| GE | candidate | 86 | 0 | 0 | 0 | 86 | 11:57:00 | 13:58:00 |
| GEV | candidate | 87 | 0 | 0 | 59 | 28 | 11:57:00 | 13:59:00 |
| GOOGL | candidate | 29 | 0 | 0 | 0 | 29 | 12:58:00 | 13:58:00 |
| IWM | candidate | 235 | 0 | 0 | 0 | 235 | 09:30:12 | 13:59:00 |
| JPM | candidate | 239 | 0 | 0 | 206 | 33 | 09:30:12 | 13:58:00 |
| KO | candidate | 236 | 0 | 0 | 47 | 189 | 09:30:10 | 13:58:00 |
| LIN | candidate | 181 | 0 | 0 | 150 | 31 | 10:18:00 | 13:58:00 |
| META | candidate | 29 | 0 | 0 | 0 | 29 | 12:59:00 | 13:58:00 |
| NUE | candidate | 175 | 0 | 0 | 0 | 175 | 10:18:00 | 13:58:00 |
| PG | candidate | 188 | 0 | 0 | 39 | 149 | 10:17:00 | 13:59:00 |
| PM | candidate | 233 | 0 | 0 | 85 | 148 | 09:30:12 | 13:58:00 |
| QQQ | candidate | 233 | 0 | 0 | 0 | 233 | 09:30:01 | 13:59:00 |
| RTX | candidate | 90 | 0 | 0 | 0 | 90 | 11:57:00 | 13:58:00 |
| SHW | candidate | 182 | 0 | 0 | 0 | 182 | 10:18:00 | 13:58:00 |
| SO | candidate | 176 | 0 | 0 | 150 | 26 | 10:18:00 | 13:58:00 |
| SPY | candidate | 204 | 0 | 0 | 0 | 204 | 09:30:11 | 13:59:00 |
| SPY | etf | 208 | 0 | 0 | 0 | 208 | 05:57:00 | 09:58:00 |
| V | candidate | 228 | 0 | 0 | 200 | 28 | 09:30:10 | 13:58:00 |
| WMT | candidate | 186 | 0 | 0 | 38 | 148 | 10:18:00 | 13:58:00 |
| XLB | candidate | 209 | 0 | 0 | 0 | 209 | 09:30:11 | 13:58:00 |
| XLB | etf | 107 | 0 | 0 | 0 | 107 | 05:15:00 | 09:58:00 |
| XLC | candidate | 210 | 0 | 0 | 0 | 210 | 09:30:11 | 13:58:00 |
| XLC | etf | 46 | 0 | 0 | 0 | 46 | 04:57:00 | 09:57:00 |
| XLE | candidate | 210 | 0 | 0 | 0 | 210 | 09:30:12 | 13:58:00 |
| XLE | etf | 122 | 0 | 0 | 0 | 122 | 05:41:00 | 09:58:00 |
| XLF | candidate | 210 | 0 | 0 | 0 | 210 | 09:30:11 | 13:58:00 |
| XLF | etf | 121 | 0 | 0 | 0 | 121 | 05:25:00 | 09:58:00 |
| XLI | candidate | 209 | 0 | 0 | 0 | 209 | 09:30:11 | 13:59:00 |
| XLI | etf | 75 | 0 | 0 | 0 | 75 | 05:17:00 | 09:58:00 |
| XLK | candidate | 209 | 0 | 0 | 0 | 209 | 09:30:11 | 13:58:00 |
| XLK | etf | 143 | 0 | 0 | 0 | 143 | 05:50:00 | 09:58:00 |
| XLP | candidate | 207 | 0 | 0 | 0 | 207 | 09:30:11 | 13:58:00 |
| XLP | etf | 108 | 0 | 0 | 0 | 108 | 05:32:00 | 09:58:00 |
| XLRE | candidate | 210 | 0 | 0 | 0 | 210 | 09:30:07 | 13:58:00 |
| XLRE | etf | 53 | 0 | 0 | 0 | 53 | 05:01:00 | 09:58:00 |
| XLU | candidate | 211 | 0 | 0 | 0 | 211 | 09:30:11 | 13:58:00 |
| XLU | etf | 75 | 0 | 0 | 0 | 75 | 05:50:00 | 09:58:00 |
| XLV | candidate | 212 | 0 | 0 | 0 | 212 | 09:30:12 | 13:58:00 |
| XLV | etf | 130 | 0 | 0 | 0 | 130 | 05:49:00 | 09:58:00 |
| XLY | candidate | 211 | 0 | 0 | 0 | 211 | 09:30:12 | 13:59:00 |
| XLY | etf | 90 | 0 | 0 | 0 | 90 | 05:17:00 | 09:58:00 |
