# Ping pBC Anchor -- 2026-07-02

| anchor_time | ticker | strategy_id | anchor_pbc | anchor_pbc_state | anchor_price_position | anchor_lb_slope | anchor_ub_slope | bars_used |
|---|---|---|---|---|---|---|---|---|
| 11:56 | ARM | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 12:56 | ARM | Cycle1_LongOnly | 2.3272 | MIXED | -0.1944 | 0.0 | -2.3272 | 53 |
| 08:56 | BAC | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:15 | BAC | Cycle1_LongOnly | -0.009652 | NEGATIVE_COMPRESSION | 0.7042 | 0.0 | 0.009652 | 46 |
| 10:56 | BAC | Cycle1_LongOnly | 0.043547 | POSITIVE_COMPRESSION | 0.757 | 0.043547 | 0.0 | 59 |
| 11:56 | BAC | Cycle1_LongOnly | 0.018213 | MIXED | 0.8533 | 0.018213 | 0.0 | 59 |
| 12:56 | BAC | Cycle1_LongOnly | 0.008434 | MIXED | 0.9357 | 0.008434 | 0.0 | 53 |
| 10:16 | BRK-B | Cycle1_LongOnly | -0.164086 | MIXED | 0.6594 | -0.164086 | 0.0 | 46 |
| 10:56 | BRK-B | Cycle1_LongOnly | 4.2582 | MIXED | 0.9467 | 4.407763 | 0.149563 | 59 |
| 11:56 | BRK-B | Cycle1_LongOnly | 1.375257 | NEGATIVE_BAND_COMPRESSION | 1.2864 | -0.015102 | -1.390359 | 59 |
| 12:56 | BRK-B | Cycle1_LongOnly | 0.222025 | MIXED | 1.238 | 0.205879 | -0.016146 | 52 |
| 10:16 | CAT | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:56 | CAT | Cycle1_LongOnly | 147.251199 | NEGATIVE_BAND_COMPRESSION | 0.1706 | 0.0 | -147.251199 | 59 |
| 11:56 | CAT | Cycle1_LongOnly | -179.478402 | MIXED | 0.0815 | -179.478402 | 0.0 | 59 |
| 12:56 | CAT | Cycle1_LongOnly | -105.138581 | NEGATIVE_COMPRESSION | 0.0085 | 3.068165 | 108.206746 | 54 |
| 10:16 | COST | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:56 | COST | Cycle1_LongOnly | 1.4638 | MIXED | 0.6145 | 18.120989 | 16.657189 | 59 |
| 11:56 | COST | Cycle1_LongOnly | 17.149894 | NEGATIVE_BAND_COMPRESSION | 1.0639 | 0.0 | -17.149894 | 59 |
| 12:56 | COST | Cycle1_LongOnly | -11.09575 | MIXED | 1.2206 | 0.817855 | 11.913605 | 53 |
| 10:16 | GE | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:56 | GE | Cycle1_LongOnly | -1.67808 | MIXED | 1.6016 | -1.608372 | 0.069708 | 59 |
| 11:56 | GE | Cycle1_LongOnly | -0.939096 | MIXED | 1.2568 | -0.939096 | 0.0 | 59 |
| 12:56 | GE | Cycle1_LongOnly | -0.44596 | NEGATIVE_COMPRESSION | 1.135 | 0.0 | 0.44596 | 53 |
| 10:16 | GEV | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:56 | GEV | Cycle1_LongOnly | -15.143976 | MIXED | -0.0068 | 5.485391 | 20.629367 | 59 |
| 11:56 | GEV | Cycle1_LongOnly | 12.253116 | POSITIVE_COMPRESSION | -0.3537 | 12.253116 | 0.0 | 59 |
| 12:56 | GEV | Cycle1_LongOnly | -29.231474 | MIXED | -0.6442 | 10.489991 | 39.721465 | 53 |
| 10:16 | GOOGL | Cycle1_LongOnly |  |  |  |  |  | 0 |
| 10:56 | GOOGL | Cycle1_LongOnly | 0.54245 | MIXED | 1.1247 | 0.54245 | 0.0 | 59 |
| 11:56 | GOOGL | Cycle1_LongOnly | -1.808188 | MIXED | 0.3109 | -0.622548 | 1.18564 | 59 |
| 12:56 | GOOGL | Cycle1_LongOnly | -1.817001 | MIXED | -0.0881 | -2.764657 | -0.947656 | 57 |
| 08:56 | JPM | Cycle1_LongOnly |  |  |  |  |  | 0 |
