# Ping Session Summary -- 2026-07-13

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AEP | candidate | 218 | 0 | 0 | 155 | 63 | 10:17:00 | 13:59:00 |
| BRK-B | candidate | 63 | 0 | 0 | 0 | 63 | 12:57:00 | 13:59:00 |
| COST | candidate | 220 | 0 | 0 | 0 | 220 | 10:18:00 | 13:59:00 |
| D | candidate | 217 | 0 | 0 | 0 | 217 | 10:17:00 | 13:59:00 |
| DIA | candidate | 269 | 0 | 0 | 0 | 269 | 09:30:43 | 13:59:00 |
| ETR | candidate | 192 | 0 | 0 | 0 | 192 | 10:17:00 | 13:59:00 |
| IWM | candidate | 270 | 0 | 0 | 0 | 270 | 09:30:45 | 13:59:00 |
| JPM | candidate | 270 | 0 | 0 | 206 | 64 | 09:30:24 | 13:59:00 |
| MPC | candidate | 161 | 0 | 0 | 0 | 161 | 10:57:00 | 13:59:00 |
| NEE | candidate | 62 | 0 | 0 | 0 | 62 | 12:58:00 | 13:59:00 |
| PG | candidate | 267 | 0 | 0 | 205 | 62 | 09:30:43 | 13:59:00 |
| QQQ | candidate | 270 | 0 | 0 | 0 | 270 | 09:30:38 | 13:59:00 |
| SHW | candidate | 211 | 0 | 0 | 0 | 211 | 10:18:00 | 13:59:00 |
| SO | candidate | 247 | 0 | 0 | 188 | 59 | 09:30:11 | 13:59:00 |
| SPY | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:44 | 13:59:00 |
| SPY | etf | 224 | 0 | 0 | 0 | 224 | 05:58:00 | 09:58:00 |
| V | candidate | 63 | 0 | 0 | 0 | 63 | 12:57:00 | 13:59:00 |
| WMT | candidate | 220 | 0 | 0 | 0 | 220 | 10:18:00 | 13:59:00 |
| XLB | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:42 | 13:59:00 |
| XLB | etf | 47 | 0 | 0 | 0 | 47 | 05:37:00 | 09:58:00 |
| XLC | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:40 | 13:59:00 |
| XLC | etf | 43 | 0 | 0 | 0 | 43 | 04:49:00 | 09:58:00 |
| XLE | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:43 | 13:59:00 |
| XLE | etf | 142 | 0 | 0 | 0 | 142 | 05:54:00 | 09:58:00 |
| XLF | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:43 | 13:59:00 |
| XLF | etf | 107 | 0 | 0 | 0 | 107 | 05:44:00 | 09:58:00 |
| XLI | candidate | 243 | 0 | 0 | 0 | 243 | 09:30:43 | 13:59:00 |
| XLI | etf | 55 | 0 | 0 | 0 | 55 | 05:23:00 | 09:58:00 |
| XLK | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:41 | 13:59:00 |
| XLK | etf | 97 | 0 | 0 | 0 | 97 | 05:34:00 | 09:58:00 |
| XLP | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:43 | 13:59:00 |
| XLP | etf | 67 | 0 | 0 | 0 | 67 | 04:37:00 | 09:58:00 |
| XLRE | candidate | 232 | 0 | 0 | 0 | 232 | 09:30:25 | 13:59:00 |
| XLRE | etf | 45 | 0 | 0 | 0 | 45 | 05:08:00 | 09:58:00 |
| XLU | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:44 | 13:59:00 |
| XLU | etf | 64 | 0 | 0 | 0 | 64 | 05:50:00 | 09:58:00 |
| XLV | candidate | 242 | 0 | 0 | 0 | 242 | 09:30:43 | 13:59:00 |
| XLV | etf | 89 | 0 | 0 | 0 | 89 | 05:40:00 | 09:58:00 |
| XLY | candidate | 243 | 0 | 0 | 0 | 243 | 09:30:42 | 13:59:00 |
| XLY | etf | 45 | 0 | 0 | 0 | 45 | 05:06:00 | 09:58:00 |
