# Ping Session Summary -- 2026-09-04

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ADBE | etf | 116 | 0 | 0 | 0 | 116 | 07:49:00 | 09:58:00 |
| AEM | etf | 72 | 0 | 0 | 0 | 72 | 05:38:00 | 09:57:00 |
| ARM | candidate | 156 | 0 | 0 | 0 | 156 | 12:57:00 | 15:59:00 |
| AU | etf | 71 | 0 | 0 | 0 | 71 | 05:42:00 | 09:58:00 |
| AVGO | candidate | 173 | 0 | 0 | 0 | 173 | 12:57:00 | 15:59:00 |
| BRK-B | candidate | 223 | 0 | 0 | 53 | 170 | 11:57:00 | 15:59:00 |
| CAT | candidate | 307 | 0 | 0 | 0 | 307 | 10:17:00 | 15:59:00 |
| CAT | etf | 123 | 0 | 0 | 123 | 0 | 05:42:00 | 09:58:00 |
| COST | candidate | 334 | 0 | 0 | 0 | 334 | 09:42:00 | 15:59:00 |
| COST | etf | 95 | 0 | 0 | 0 | 95 | 07:53:00 | 09:58:00 |
| DIA | candidate | 305 | 0 | 0 | 0 | 305 | 09:30:19 | 15:59:00 |
| FCX | etf | 110 | 0 | 0 | 0 | 110 | 05:44:00 | 09:58:00 |
| GE | candidate | 313 | 0 | 0 | 151 | 162 | 10:17:00 | 15:59:00 |
| GEV | candidate | 302 | 0 | 0 | 147 | 155 | 10:17:00 | 15:59:00 |
| GILD | candidate | 318 | 0 | 0 | 8 | 310 | 09:30:01 | 15:59:00 |
| GOLD | etf | 52 | 0 | 0 | 0 | 52 | 05:08:00 | 09:58:00 |
| GOOGL | candidate | 330 | 0 | 0 | 0 | 330 | 10:18:00 | 15:59:00 |
| GS | candidate | 193 | 0 | 0 | 0 | 193 | 11:57:00 | 15:59:00 |
| HG | candidate | 80 | 0 | 0 | 0 | 80 | 09:54:00 | 14:18:00 |
| HG | etf | 14 | 0 | 0 | 0 | 14 | 07:00:00 | 09:50:00 |
| IBM | candidate | 323 | 0 | 0 | 0 | 323 | 09:59:00 | 15:59:00 |
| IBM | etf | 55 | 0 | 0 | 0 | 55 | 07:46:00 | 09:58:00 |
| IWM | candidate | 339 | 0 | 0 | 0 | 339 | 09:30:18 | 15:59:00 |
| JPM | candidate | 226 | 0 | 0 | 53 | 173 | 11:57:00 | 15:59:00 |
| JPM | etf | 64 | 0 | 0 | 64 | 0 | 07:46:00 | 09:58:00 |
| META | candidate | 231 | 0 | 0 | 0 | 231 | 11:57:00 | 15:59:00 |
| META | etf | 127 | 0 | 0 | 127 | 0 | 07:49:00 | 09:58:00 |
| MPC | candidate | 241 | 0 | 0 | 0 | 241 | 10:56:00 | 15:59:00 |
| MSFT | etf | 115 | 0 | 0 | 0 | 115 | 07:49:00 | 09:58:00 |
| NEM | candidate | 308 | 0 | 0 | 1 | 307 | 09:30:18 | 15:59:00 |
| NEM | etf | 98 | 0 | 0 | 98 | 0 | 05:44:00 | 09:58:00 |
| NUE | etf | 36 | 0 | 0 | 0 | 36 | 04:45:00 | 09:55:00 |
| NVDA | candidate | 297 | 0 | 0 | 120 | 177 | 10:56:00 | 15:59:00 |
| NVDA | etf | 129 | 0 | 0 | 129 | 0 | 07:50:00 | 09:58:00 |
| PAAS | etf | 77 | 0 | 0 | 0 | 77 | 05:36:00 | 09:58:00 |
| QQQ | candidate | 338 | 0 | 0 | 0 | 338 | 09:30:02 | 15:59:00 |
| RGLD | etf | 36 | 0 | 0 | 0 | 36 | 04:35:00 | 09:56:00 |
| SCCO | etf | 68 | 0 | 0 | 0 | 68 | 05:33:00 | 09:56:00 |
| SHW | candidate | 190 | 0 | 0 | 45 | 145 | 11:57:00 | 15:59:00 |
| SLB | candidate | 339 | 0 | 0 | 0 | 339 | 09:59:00 | 15:59:00 |
| SLB | etf | 56 | 0 | 0 | 0 | 56 | 07:44:00 | 09:58:00 |
| SMCI | candidate | 353 | 0 | 0 | 0 | 353 | 09:30:02 | 15:59:00 |
| SMCI | etf | 115 | 0 | 0 | 0 | 115 | 07:56:00 | 09:58:00 |
| SO | candidate | 310 | 0 | 0 | 38 | 272 | 10:18:00 | 15:59:00 |
| SPY | candidate | 355 | 0 | 0 | 0 | 355 | 09:30:18 | 15:59:00 |
| SPY | etf | 175 | 0 | 0 | 0 | 175 | 05:54:00 | 09:58:00 |
| STLD | etf | 22 | 0 | 0 | 0 | 22 | 19:30:00 | 09:57:00 |
| TMO | etf | 48 | 0 | 0 | 0 | 48 | 07:22:00 | 09:58:00 |
| TSM | candidate | 353 | 0 | 0 | 0 | 353 | 09:59:00 | 15:59:00 |
| TSM | etf | 134 | 0 | 0 | 0 | 134 | 05:50:00 | 09:58:00 |
| V | candidate | 221 | 0 | 0 | 0 | 221 | 11:57:00 | 15:59:00 |
| V | etf | 70 | 0 | 0 | 70 | 0 | 07:33:00 | 09:58:00 |
| XLB | candidate | 328 | 0 | 0 | 0 | 328 | 09:30:16 | 15:59:00 |
| XLB | etf | 67 | 0 | 0 | 0 | 67 | 05:24:00 | 09:58:00 |
| XLC | candidate | 302 | 0 | 0 | 0 | 302 | 09:30:13 | 15:59:00 |
| XLC | etf | 52 | 0 | 0 | 0 | 52 | 05:06:00 | 09:58:00 |
| XLE | candidate | 350 | 0 | 0 | 0 | 350 | 09:30:18 | 15:59:00 |
| XLE | etf | 90 | 0 | 0 | 0 | 90 | 05:52:00 | 09:58:00 |
| XLF | candidate | 330 | 0 | 0 | 0 | 330 | 09:30:18 | 15:59:00 |
| XLF | etf | 80 | 0 | 0 | 0 | 80 | 05:59:00 | 09:58:00 |
| XLI | candidate | 320 | 0 | 0 | 0 | 320 | 09:30:18 | 15:59:00 |
| XLI | etf | 79 | 0 | 0 | 0 | 79 | 05:33:00 | 09:58:00 |
| XLK | candidate | 338 | 0 | 0 | 0 | 338 | 09:30:18 | 15:59:00 |
| XLK | etf | 87 | 0 | 0 | 0 | 87 | 05:41:00 | 09:58:00 |
| XLP | candidate | 316 | 0 | 0 | 0 | 316 | 09:30:16 | 15:59:00 |
| XLP | etf | 83 | 0 | 0 | 0 | 83 | 05:29:00 | 09:58:00 |
| XLRE | candidate | 294 | 0 | 0 | 0 | 294 | 09:30:18 | 15:59:00 |
| XLRE | etf | 79 | 0 | 0 | 0 | 79 | 05:21:00 | 09:58:00 |
| XLU | candidate | 339 | 0 | 0 | 0 | 339 | 09:30:18 | 15:59:00 |
| XLU | etf | 81 | 0 | 0 | 0 | 81 | 05:39:00 | 09:58:00 |
| XLV | candidate | 318 | 0 | 0 | 0 | 318 | 09:30:15 | 15:59:00 |
| XLV | etf | 99 | 0 | 0 | 0 | 99 | 05:36:00 | 09:58:00 |
| XLY | candidate | 316 | 0 | 0 | 0 | 316 | 09:30:16 | 15:59:00 |
| XLY | etf | 90 | 0 | 0 | 0 | 90 | 05:26:00 | 09:58:00 |
| XME | candidate | 250 | 0 | 0 | 0 | 250 | 09:40:00 | 15:59:00 |
