# Ping Session Summary -- 2026-09-22

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AMD | candidate | 583 | 0 | 0 | 400 | 183 | 05:59:00 | 16:03:00 |
| ANET | candidate | 318 | 0 | 0 | 0 | 318 | 04:20:00 | 16:00:00 |
| ARM | candidate | 488 | 0 | 0 | 0 | 488 | 05:59:00 | 16:03:00 |
| FCX | candidate | 365 | 0 | 0 | 0 | 365 | 05:20:00 | 16:03:00 |
| META | candidate | 588 | 0 | 0 | 401 | 187 | 05:59:00 | 16:03:00 |
| MPC | candidate | 332 | 0 | 0 | 186 | 146 | 04:17:00 | 16:02:00 |
| MU | candidate | 588 | 0 | 0 | 0 | 588 | 05:59:00 | 16:03:00 |
| NEM | candidate | 315 | 0 | 0 | 173 | 142 | 05:10:00 | 16:01:00 |
| PSX | candidate | 311 | 0 | 0 | 168 | 143 | 04:00:00 | 16:01:00 |
| SPY | etf_context | 526 | 0 | 0 | 0 | 526 | 06:00:17 | 16:02:00 |
| TSM | candidate | 463 | 0 | 0 | 0 | 463 | 05:57:00 | 16:02:00 |
| VLO | candidate | 338 | 0 | 0 | 191 | 147 | 05:55:00 | 16:02:00 |
| XLB | etf_context | 323 | 0 | 0 | 0 | 323 | 08:19:00 | 15:58:00 |
| XLC | etf_context | 334 | 0 | 0 | 0 | 334 | 04:26:00 | 15:58:00 |
| XLE | etf_context | 460 | 0 | 0 | 0 | 460 | 05:50:20 | 16:01:00 |
| XLF | etf_context | 406 | 0 | 0 | 0 | 406 | 05:33:00 | 16:03:00 |
| XLI | etf_context | 334 | 0 | 0 | 0 | 334 | 05:26:00 | 16:00:00 |
| XLK | etf_context | 375 | 0 | 0 | 0 | 375 | 04:54:00 | 16:00:00 |
| XLP | etf_context | 331 | 0 | 0 | 0 | 331 | 05:10:00 | 15:58:00 |
| XLRE | etf_context | 306 | 0 | 0 | 0 | 306 | 05:41:43 | 15:58:00 |
| XLU | etf_context | 364 | 0 | 0 | 0 | 364 | 05:04:00 | 16:01:00 |
| XLV | etf_context | 330 | 0 | 0 | 0 | 330 | 04:01:00 | 15:58:00 |
| XLY | etf_context | 350 | 0 | 0 | 0 | 350 | 06:09:00 | 15:58:00 |
| XME | etf_context | 293 | 0 | 0 | 0 | 293 | 06:41:00 | 15:58:00 |
