# Ping Session Summary -- 2026-09-08

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AEP | candidate | 335 | 0 | 0 | 99 | 236 | 10:16:00 | 15:59:00 |
| ANET | etf | 47 | 0 | 0 | 0 | 47 | 05:41:00 | 09:58:00 |
| ARM | candidate | 242 | 0 | 0 | 0 | 242 | 11:57:00 | 15:59:00 |
| ARM | etf | 181 | 0 | 0 | 181 | 0 | 05:58:00 | 09:58:00 |
| CAT | candidate | 301 | 0 | 0 | 0 | 301 | 10:57:00 | 15:59:00 |
| CAT | etf | 46 | 0 | 0 | 46 | 0 | 05:19:00 | 09:58:00 |
| DIA | candidate | 386 | 0 | 0 | 0 | 386 | 09:30:20 | 15:59:00 |
| ETR | candidate | 335 | 0 | 0 | 94 | 241 | 10:16:00 | 15:59:00 |
| GE | candidate | 302 | 0 | 0 | 0 | 302 | 10:57:00 | 15:59:00 |
| GEV | candidate | 299 | 0 | 0 | 59 | 240 | 10:57:00 | 15:59:00 |
| GOOGL | candidate | 302 | 0 | 0 | 59 | 243 | 10:57:00 | 15:59:00 |
| INTC | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:02 | 15:59:00 |
| INTC | etf | 236 | 0 | 0 | 0 | 236 | 05:58:00 | 09:58:00 |
| IWM | candidate | 390 | 0 | 0 | 0 | 390 | 09:30:21 | 15:59:00 |
| JNJ | candidate | 182 | 0 | 0 | 0 | 182 | 12:57:00 | 15:59:00 |
| LIN | candidate | 301 | 0 | 0 | 0 | 301 | 10:57:00 | 15:59:00 |
| META | candidate | 242 | 0 | 0 | 0 | 242 | 11:57:00 | 15:59:00 |
| MPC | candidate | 312 | 0 | 0 | 90 | 222 | 10:16:00 | 15:59:00 |
| NUE | candidate | 273 | 0 | 0 | 0 | 273 | 10:57:00 | 15:59:00 |
| PSX | candidate | 314 | 0 | 0 | 90 | 224 | 10:16:00 | 15:59:00 |
| QQQ | candidate | 390 | 0 | 0 | 0 | 390 | 09:30:01 | 15:59:00 |
| SHW | candidate | 292 | 0 | 0 | 0 | 292 | 10:57:00 | 15:59:00 |
| SLB | candidate | 363 | 0 | 0 | 0 | 363 | 09:30:20 | 15:59:00 |
| SLB | etf | 36 | 0 | 0 | 0 | 36 | 04:52:00 | 09:58:00 |
| SMCI | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:01 | 15:59:00 |
| SMCI | etf | 108 | 0 | 0 | 0 | 108 | 07:55:00 | 09:58:00 |
| SO | candidate | 343 | 0 | 0 | 161 | 182 | 10:16:00 | 15:59:00 |
| SPY | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:20 | 15:59:00 |
| SPY | etf | 167 | 0 | 0 | 0 | 167 | 05:58:00 | 09:58:00 |
| TSM | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:20 | 15:59:00 |
| TSM | etf | 92 | 0 | 0 | 0 | 92 | 07:55:00 | 09:58:00 |
| XLB | candidate | 364 | 0 | 0 | 0 | 364 | 09:30:20 | 15:59:00 |
| XLB | etf | 33 | 0 | 0 | 0 | 33 | 19:46:00 | 09:58:00 |
| XLC | candidate | 366 | 0 | 0 | 0 | 366 | 09:30:20 | 15:59:00 |
| XLC | etf | 30 | 0 | 0 | 0 | 30 | 19:55:00 | 09:58:00 |
| XLE | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:20 | 15:59:00 |
| XLE | etf | 111 | 0 | 0 | 0 | 111 | 05:53:00 | 09:58:00 |
| XLF | candidate | 366 | 0 | 0 | 0 | 366 | 09:30:20 | 15:59:00 |
| XLF | etf | 55 | 0 | 0 | 0 | 55 | 05:10:00 | 09:57:00 |
| XLI | candidate | 364 | 0 | 0 | 0 | 364 | 09:30:19 | 15:59:00 |
| XLI | etf | 33 | 0 | 0 | 0 | 33 | 19:55:00 | 09:58:00 |
| XLK | candidate | 363 | 0 | 0 | 0 | 363 | 09:30:20 | 15:59:00 |
| XLK | etf | 43 | 0 | 0 | 0 | 43 | 05:33:00 | 09:58:00 |
| XLP | candidate | 364 | 0 | 0 | 0 | 364 | 09:30:20 | 15:59:00 |
| XLP | etf | 44 | 0 | 0 | 0 | 44 | 05:19:00 | 09:58:00 |
| XLRE | candidate | 367 | 0 | 0 | 0 | 367 | 09:30:20 | 15:59:00 |
| XLRE | etf | 29 | 0 | 0 | 0 | 29 | 05:12:00 | 09:58:00 |
| XLU | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:18 | 15:59:00 |
| XLU | etf | 53 | 0 | 0 | 0 | 53 | 04:49:00 | 09:58:00 |
| XLV | candidate | 363 | 0 | 0 | 0 | 363 | 09:30:21 | 15:59:00 |
| XLV | etf | 48 | 0 | 0 | 0 | 48 | 04:21:00 | 09:58:00 |
| XLY | candidate | 363 | 0 | 0 | 0 | 363 | 09:30:18 | 15:59:00 |
| XLY | etf | 34 | 0 | 0 | 0 | 34 | 19:51:00 | 09:58:00 |
