# Ping Session Summary -- 2026-09-14

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| ABT | candidate | 272 | 0 | 0 | 173 | 99 | 09:30:11 | 15:04:00 |
| ABT | etf | 30 | 0 | 0 | 30 | 0 | 08:57:00 | 09:58:00 |
| AMD | candidate | 277 | 0 | 0 | 177 | 100 | 09:30:02 | 15:04:00 |
| AMD | etf | 37 | 0 | 0 | 37 | 0 | 09:20:00 | 09:58:00 |
| AMZN | etf | 226 | 0 | 0 | 0 | 226 | 05:58:00 | 09:58:00 |
| BRK-B | candidate | 253 | 0 | 0 | 157 | 96 | 10:18:00 | 15:00:00 |
| COP | candidate | 272 | 0 | 0 | 173 | 99 | 09:30:12 | 15:04:00 |
| COP | etf | 31 | 0 | 0 | 31 | 0 | 09:15:00 | 09:58:00 |
| CVX | candidate | 307 | 0 | 0 | 206 | 101 | 09:30:02 | 15:04:00 |
| DHR | candidate | 265 | 0 | 0 | 112 | 153 | 09:30:04 | 15:04:00 |
| DHR | etf | 28 | 0 | 0 | 28 | 0 | 07:18:00 | 09:58:00 |
| DIA | candidate | 295 | 0 | 0 | 0 | 295 | 09:30:11 | 15:04:00 |
| GE | candidate | 277 | 0 | 0 | 176 | 101 | 09:30:12 | 15:04:00 |
| GE | etf | 69 | 0 | 0 | 69 | 0 | 18:37:00 | 09:58:00 |
| GOOGL | candidate | 157 | 0 | 0 | 58 | 99 | 11:58:00 | 15:04:00 |
| INTC | candidate | 260 | 0 | 0 | 159 | 101 | 10:17:00 | 15:04:00 |
| IWM | candidate | 309 | 0 | 0 | 0 | 309 | 09:30:12 | 15:04:00 |
| JNJ | candidate | 94 | 0 | 0 | 0 | 94 | 12:58:00 | 15:04:00 |
| JPM | candidate | 258 | 0 | 0 | 157 | 101 | 10:18:00 | 15:04:00 |
| JPM | etf | 72 | 0 | 0 | 72 | 0 | 05:17:00 | 09:58:00 |
| LLY | candidate | 151 | 0 | 0 | 56 | 95 | 11:58:00 | 15:04:00 |
| LRCX | etf | 210 | 0 | 0 | 0 | 210 | 05:59:00 | 09:58:00 |
| MPC | candidate | 278 | 0 | 0 | 179 | 99 | 09:30:08 | 15:04:00 |
| MPC | etf | 36 | 0 | 0 | 36 | 0 | 05:41:00 | 09:58:00 |
| MRK | candidate | 256 | 0 | 0 | 38 | 218 | 10:18:00 | 15:04:00 |
| NEM | candidate | 274 | 0 | 0 | 178 | 96 | 09:30:10 | 15:04:00 |
| NEM | etf | 61 | 0 | 0 | 61 | 0 | 05:16:00 | 09:58:00 |
| NVDA | candidate | 280 | 0 | 0 | 178 | 102 | 09:30:02 | 15:04:00 |
| NVDA | etf | 38 | 0 | 0 | 38 | 0 | 09:20:00 | 09:58:00 |
| PG | candidate | 252 | 0 | 0 | 157 | 95 | 10:18:00 | 15:00:00 |
