# Ping Session Summary -- 2026-09-11

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | etf | 119 | 0 | 0 | 0 | 119 | 07:55:00 | 09:58:00 |
| ABT | candidate | 340 | 0 | 0 | 157 | 183 | 10:18:00 | 15:59:00 |
| AMZN | candidate | 359 | 0 | 0 | 176 | 183 | 09:30:36 | 15:59:00 |
| AMZN | etf | 39 | 0 | 0 | 39 | 0 | 09:20:00 | 09:58:00 |
| BRK-B | candidate | 340 | 0 | 0 | 157 | 183 | 10:18:00 | 15:59:00 |
| BRK-B | etf | 56 | 0 | 0 | 56 | 0 | 05:09:00 | 09:58:00 |
| COP | candidate | 366 | 0 | 0 | 182 | 184 | 09:30:29 | 15:59:00 |
| COP | etf | 43 | 0 | 0 | 43 | 0 | 04:00:00 | 09:58:00 |
| DHR | candidate | 332 | 0 | 0 | 150 | 182 | 10:18:00 | 15:59:00 |
| DIA | candidate | 387 | 0 | 0 | 0 | 387 | 09:30:35 | 15:59:00 |
| FCX | candidate | 340 | 0 | 0 | 157 | 183 | 10:18:00 | 15:59:00 |
| GE | candidate | 358 | 0 | 0 | 175 | 183 | 09:30:29 | 15:59:00 |
| GE | etf | 33 | 0 | 0 | 33 | 0 | 09:13:00 | 09:58:00 |
| IBM | etf | 43 | 0 | 0 | 0 | 43 | 04:19:00 | 09:58:00 |
| IWM | candidate | 390 | 0 | 0 | 0 | 390 | 09:30:30 | 15:59:00 |
| JNJ | etf | 31 | 0 | 0 | 0 | 31 | 04:01:00 | 09:58:00 |
| JPM | candidate | 359 | 0 | 0 | 176 | 183 | 09:30:35 | 15:59:00 |
| JPM | etf | 32 | 0 | 0 | 32 | 0 | 09:16:00 | 09:58:00 |
| LLY | candidate | 295 | 0 | 0 | 114 | 181 | 10:58:00 | 15:59:00 |
| LRCX | candidate | 362 | 0 | 0 | 0 | 362 | 09:30:28 | 15:59:00 |
| LRCX | etf | 35 | 0 | 0 | 0 | 35 | 09:19:00 | 09:58:00 |
| META | candidate | 340 | 0 | 0 | 157 | 183 | 10:18:00 | 15:59:00 |
| MPC | candidate | 348 | 0 | 0 | 173 | 175 | 09:30:37 | 15:59:00 |
| MPC | etf | 33 | 0 | 0 | 33 | 0 | 04:12:00 | 09:57:00 |
| MRK | candidate | 340 | 0 | 0 | 157 | 183 | 10:18:00 | 15:59:00 |
| MU | candidate | 342 | 0 | 0 | 158 | 184 | 10:18:00 | 15:59:00 |
| NEM | candidate | 360 | 0 | 0 | 179 | 181 | 09:30:30 | 15:59:00 |
| NEM | etf | 77 | 0 | 0 | 77 | 0 | 05:38:00 | 09:57:00 |
| NUE | candidate | 244 | 0 | 0 | 101 | 143 | 10:18:00 | 15:59:00 |
| NVDA | candidate | 342 | 0 | 0 | 158 | 184 | 10:18:00 | 15:59:00 |
| PG | candidate | 242 | 0 | 0 | 59 | 183 | 11:57:00 | 15:59:00 |
| PLTR | candidate | 362 | 0 | 0 | 178 | 184 | 09:30:30 | 15:59:00 |
| PLTR | etf | 39 | 0 | 0 | 39 | 0 | 09:20:00 | 09:58:00 |
| PSX | candidate | 360 | 0 | 0 | 179 | 181 | 09:30:12 | 15:59:00 |
| PSX | etf | 31 | 0 | 0 | 31 | 0 | 17:36:00 | 09:58:00 |
| QQQ | candidate | 390 | 0 | 0 | 0 | 390 | 09:30:29 | 15:59:00 |
| SLB | candidate | 361 | 0 | 0 | 178 | 183 | 09:30:30 | 15:59:00 |
| SLB | etf | 30 | 0 | 0 | 30 | 0 | 09:14:00 | 09:58:00 |
| SMCI | candidate | 362 | 0 | 0 | 178 | 184 | 09:30:37 | 15:59:00 |
| SMCI | etf | 37 | 0 | 0 | 37 | 0 | 09:20:00 | 09:58:00 |
