# Ping Session Summary -- 2026-05-20

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 104 | 0 | 0 | 40 | 64 | 10:16:00 | 13:59:00 |
| COST | candidate | 219 | 0 | 0 | 156 | 63 | 10:16:00 | 13:59:00 |
| KO | candidate | 223 | 0 | 0 | 159 | 64 | 10:16:00 | 13:59:00 |
| LLY | candidate | 40 | 0 | 0 | 0 | 40 | 10:16:00 | 10:55:00 |
| SPY | etf | 169 | 0 | 0 | 0 | 169 | 05:59:04 | 08:49:12 |
| XLB | etf | 17 | 0 | 0 | 0 | 17 | 05:02:00 | 08:48:55 |
| XLC | etf | 10 | 0 | 0 | 0 | 10 | 05:30:01 | 08:47:41 |
| XLE | etf | 127 | 0 | 0 | 0 | 127 | 05:53:53 | 08:47:57 |
| XLF | etf | 50 | 0 | 0 | 0 | 50 | 05:52:43 | 08:48:55 |
| XLI | etf | 15 | 0 | 0 | 0 | 15 | 05:39:03 | 08:24:51 |
| XLK | etf | 71 | 0 | 0 | 0 | 71 | 05:59:22 | 08:48:39 |
| XLP | etf | 33 | 0 | 0 | 0 | 33 | 05:44:49 | 08:48:40 |
| XLRE | etf | 14 | 0 | 0 | 0 | 14 | 19:59:00 | 08:31:55 |
| XLU | etf | 59 | 0 | 0 | 0 | 59 | 05:44:21 | 08:48:53 |
| XLV | etf | 32 | 0 | 0 | 0 | 32 | 05:51:01 | 08:48:13 |
| XLY | etf | 27 | 0 | 0 | 0 | 27 | 06:00:00 | 08:48:28 |
| XOM | candidate | 224 | 0 | 0 | 160 | 64 | 10:16:00 | 13:59:00 |
