# Ping Session Summary -- 2026-05-13

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 229 | 0 | 0 | 0 | 229 | 09:30:01 | 13:58:00 |
| CAT | candidate | 270 | 0 | 0 | 206 | 64 | 09:30:05 | 13:59:00 |
| NVDA | candidate | 220 | 0 | 0 | 0 | 220 | 09:30:02 | 13:59:00 |
| SPY | etf | 165 | 0 | 0 | 0 | 165 | 05:59:39 | 08:49:08 |
| XLB | etf | 12 | 0 | 0 | 0 | 12 | 05:32:00 | 08:44:50 |
| XLC | etf | 14 | 0 | 0 | 0 | 14 | 05:34:48 | 08:42:38 |
| XLE | etf | 109 | 0 | 0 | 0 | 109 | 05:58:34 | 08:49:04 |
| XLF | etf | 80 | 0 | 0 | 0 | 80 | 05:54:40 | 08:47:47 |
| XLI | etf | 14 | 0 | 0 | 0 | 14 | 05:31:00 | 08:43:12 |
| XLK | etf | 105 | 0 | 0 | 0 | 105 | 05:53:22 | 08:48:27 |
| XLP | etf | 34 | 0 | 0 | 0 | 34 | 05:45:00 | 08:47:57 |
| XLRE | etf | 11 | 0 | 0 | 0 | 11 | 05:34:48 | 08:47:56 |
| XLU | etf | 52 | 0 | 0 | 0 | 52 | 05:43:00 | 08:49:02 |
| XLV | etf | 45 | 0 | 0 | 0 | 45 | 05:57:58 | 08:47:06 |
| XLY | etf | 14 | 0 | 0 | 0 | 14 | 05:40:18 | 08:20:54 |
