# Ping Session Summary -- 2026-05-22

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| GE | candidate | 85 | 0 | 0 | 46 | 39 | 09:30:07 | 10:56:00 |
| MU | candidate | 183 | 0 | 0 | 119 | 64 | 10:57:00 | 13:59:00 |
| SPY | etf | 166 | 0 | 0 | 0 | 166 | 06:00:00 | 08:49:03 |
| XLB | etf | 17 | 0 | 0 | 0 | 17 | 05:20:00 | 08:42:20 |
| XLC | etf | 23 | 0 | 0 | 0 | 23 | 04:15:00 | 08:37:03 |
| XLE | etf | 101 | 0 | 0 | 0 | 101 | 05:57:54 | 08:48:34 |
| XLF | etf | 60 | 0 | 0 | 0 | 60 | 05:37:00 | 08:48:36 |
| XLI | etf | 29 | 0 | 0 | 0 | 29 | 05:12:00 | 08:44:47 |
| XLK | etf | 72 | 0 | 0 | 0 | 72 | 05:58:13 | 08:48:00 |
| XLP | etf | 42 | 0 | 0 | 0 | 42 | 05:44:00 | 08:47:38 |
| XLRE | etf | 11 | 0 | 0 | 0 | 11 | 05:38:01 | 08:29:36 |
| XLU | etf | 50 | 0 | 0 | 0 | 50 | 05:51:52 | 08:48:36 |
| XLV | etf | 37 | 0 | 0 | 0 | 37 | 05:28:00 | 08:47:36 |
| XLY | etf | 42 | 0 | 0 | 0 | 42 | 05:38:02 | 08:48:19 |
