# Ping Session Summary -- 2026-05-26

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 183 | 0 | 0 | 119 | 64 | 10:57:00 | 13:59:00 |
| GE | candidate | 87 | 0 | 0 | 46 | 41 | 09:30:02 | 10:56:00 |
| SPY | etf | 167 | 0 | 0 | 0 | 167 | 05:59:48 | 08:49:06 |
| XLB | etf | 15 | 0 | 0 | 0 | 15 | 05:17:00 | 08:17:53 |
| XLC | etf | 14 | 0 | 0 | 0 | 14 | 05:33:00 | 08:33:13 |
| XLE | etf | 138 | 0 | 0 | 0 | 138 | 05:56:33 | 08:48:02 |
| XLF | etf | 59 | 0 | 0 | 0 | 59 | 05:59:12 | 08:47:50 |
| XLI | etf | 31 | 0 | 0 | 0 | 31 | 05:30:00 | 08:48:28 |
| XLK | etf | 105 | 0 | 0 | 0 | 105 | 05:53:49 | 08:47:06 |
| XLP | etf | 22 | 0 | 0 | 0 | 22 | 05:59:41 | 08:47:32 |
| XLRE | etf | 17 | 0 | 0 | 0 | 17 | 05:29:30 | 08:29:37 |
| XLU | etf | 76 | 0 | 0 | 0 | 76 | 05:56:26 | 08:48:10 |
| XLV | etf | 51 | 0 | 0 | 0 | 51 | 05:56:42 | 08:47:29 |
| XLY | etf | 22 | 0 | 0 | 0 | 22 | 05:49:29 | 08:48:25 |
