# Ping Session Summary -- 2026-05-21

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| AAPL | candidate | 223 | 0 | 119 | 40 | 64 | 10:17:00 | 13:59:00 |
| GE | candidate | 86 | 0 | 0 | 45 | 41 | 09:30:06 | 10:56:00 |
| SPY | etf | 169 | 0 | 0 | 0 | 169 | 05:58:35 | 08:49:11 |
| XLB | etf | 23 | 0 | 0 | 0 | 23 | 05:42:00 | 08:32:35 |
| XLC | etf | 16 | 0 | 0 | 0 | 16 | 05:36:04 | 08:48:46 |
| XLE | etf | 135 | 0 | 0 | 0 | 135 | 05:57:18 | 08:48:28 |
| XLF | etf | 38 | 0 | 0 | 0 | 38 | 05:55:13 | 08:47:06 |
| XLI | etf | 22 | 0 | 0 | 0 | 22 | 05:05:00 | 08:47:06 |
| XLK | etf | 90 | 0 | 0 | 0 | 90 | 05:54:01 | 08:49:08 |
| XLP | etf | 43 | 0 | 0 | 0 | 43 | 05:17:00 | 08:48:36 |
| XLRE | etf | 15 | 0 | 0 | 0 | 15 | 05:36:04 | 08:25:17 |
| XLU | etf | 40 | 0 | 0 | 0 | 40 | 05:48:32 | 08:48:18 |
| XLV | etf | 54 | 0 | 0 | 0 | 54 | 05:40:00 | 08:49:06 |
| XLY | etf | 43 | 0 | 0 | 0 | 43 | 05:49:46 | 08:48:45 |
