# Ping Session Summary -- 2026-05-14

| Ticker | Type | Bars | Decisions | GO | Conditional | Null | First Bar | Last Bar |
|---|---|---|---|---|---|---|---|---|
| SPY | etf | 169 | 0 | 0 | 0 | 169 | 06:00:07 | 08:49:05 |
| XLB | etf | 16 | 0 | 0 | 0 | 16 | 05:43:06 | 08:48:36 |
| XLC | etf | 6 | 0 | 0 | 0 | 6 | 05:10:00 | 08:25:39 |
| XLE | etf | 94 | 0 | 0 | 0 | 94 | 05:56:55 | 08:49:06 |
| XLF | etf | 67 | 0 | 0 | 0 | 67 | 05:36:00 | 08:48:56 |
| XLI | etf | 26 | 0 | 0 | 0 | 26 | 05:22:00 | 08:11:45 |
| XLK | etf | 99 | 0 | 0 | 0 | 99 | 05:44:34 | 08:49:01 |
| XLP | etf | 19 | 0 | 0 | 0 | 19 | 05:29:19 | 08:33:57 |
| XLRE | etf | 13 | 0 | 0 | 0 | 13 | 05:36:28 | 08:18:46 |
| XLU | etf | 51 | 0 | 0 | 0 | 51 | 05:59:50 | 08:47:14 |
| XLV | etf | 41 | 0 | 0 | 0 | 41 | 05:30:00 | 08:48:21 |
| XLY | etf | 44 | 0 | 0 | 0 | 44 | 05:57:04 | 07:56:28 |
