# Ping Weekly Archive -- 2026-W29

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-07-13 | AEP | candidate | 218 | 0 |
| 2026-07-13 | BRK-B | candidate | 63 | 0 |
| 2026-07-13 | COST | candidate | 220 | 0 |
| 2026-07-13 | D | candidate | 217 | 0 |
| 2026-07-13 | DIA | candidate | 269 | 0 |
| 2026-07-13 | ETR | candidate | 192 | 0 |
| 2026-07-13 | IWM | candidate | 270 | 0 |
| 2026-07-13 | JPM | candidate | 270 | 0 |
| 2026-07-13 | MPC | candidate | 161 | 0 |
| 2026-07-13 | NEE | candidate | 62 | 0 |
| 2026-07-13 | PG | candidate | 267 | 0 |
| 2026-07-13 | QQQ | candidate | 270 | 0 |
| 2026-07-13 | SHW | candidate | 211 | 0 |
| 2026-07-13 | SO | candidate | 247 | 0 |
| 2026-07-13 | SPY | candidate | 242 | 0 |
| 2026-07-13 | SPY | etf | 224 | 0 |
| 2026-07-13 | V | candidate | 63 | 0 |
| 2026-07-13 | WMT | candidate | 220 | 0 |
| 2026-07-13 | XLB | candidate | 242 | 0 |
| 2026-07-13 | XLB | etf | 47 | 0 |
| 2026-07-13 | XLC | candidate | 242 | 0 |
| 2026-07-13 | XLC | etf | 43 | 0 |
| 2026-07-13 | XLE | candidate | 242 | 0 |
| 2026-07-13 | XLE | etf | 142 | 0 |
| 2026-07-13 | XLF | candidate | 242 | 0 |
| 2026-07-13 | XLF | etf | 107 | 0 |
| 2026-07-13 | XLI | candidate | 243 | 0 |
| 2026-07-13 | XLI | etf | 55 | 0 |
| 2026-07-13 | XLK | candidate | 242 | 0 |
| 2026-07-13 | XLK | etf | 97 | 0 |
| 2026-07-13 | XLP | candidate | 242 | 0 |
| 2026-07-13 | XLP | etf | 67 | 0 |
| 2026-07-13 | XLRE | candidate | 232 | 0 |
| 2026-07-13 | XLRE | etf | 45 | 0 |
| 2026-07-13 | XLU | candidate | 242 | 0 |
| 2026-07-13 | XLU | etf | 64 | 0 |
| 2026-07-13 | XLV | candidate | 242 | 0 |
| 2026-07-13 | XLV | etf | 89 | 0 |
| 2026-07-13 | XLY | candidate | 243 | 0 |
| 2026-07-13 | XLY | etf | 45 | 0 |
| 2026-07-14 | AAPL | candidate | 122 | 0 |
| 2026-07-14 | BRK-B | candidate | 222 | 0 |
| 2026-07-14 | DIA | candidate | 266 | 0 |
| 2026-07-14 | ETR | candidate | 159 | 0 |
| 2026-07-14 | IWM | candidate | 269 | 0 |
| 2026-07-14 | JPM | candidate | 223 | 0 |
| 2026-07-14 | MPC | candidate | 215 | 0 |
| 2026-07-14 | PSX | candidate | 240 | 0 |
| 2026-07-14 | QQQ | candidate | 269 | 0 |
| 2026-07-14 | SO | candidate | 210 | 0 |
| 2026-07-14 | SPY | candidate | 244 | 0 |
| 2026-07-14 | SPY | etf | 219 | 0 |
| 2026-07-14 | V | candidate | 269 | 0 |
| 2026-07-14 | VLO | candidate | 233 | 0 |
| 2026-07-14 | WELL | candidate | 245 | 0 |
| 2026-07-14 | WFC | candidate | 223 | 0 |
| 2026-07-14 | XLB | candidate | 233 | 0 |
| 2026-07-14 | XLB | etf | 43 | 0 |
| 2026-07-14 | XLC | candidate | 240 | 0 |
| 2026-07-14 | XLC | etf | 46 | 0 |
| 2026-07-14 | XLE | candidate | 243 | 0 |
| 2026-07-14 | XLE | etf | 150 | 0 |
| 2026-07-14 | XLF | candidate | 243 | 0 |
| 2026-07-14 | XLF | etf | 139 | 0 |
| 2026-07-14 | XLI | candidate | 239 | 0 |
| 2026-07-14 | XLI | etf | 51 | 0 |
| 2026-07-14 | XLK | candidate | 242 | 0 |
| 2026-07-14 | XLK | etf | 112 | 0 |
| 2026-07-14 | XLP | candidate | 240 | 0 |
| 2026-07-14 | XLP | etf | 63 | 0 |
| 2026-07-14 | XLRE | candidate | 233 | 0 |
| 2026-07-14 | XLRE | etf | 40 | 0 |
| 2026-07-14 | XLU | candidate | 242 | 0 |
| 2026-07-14 | XLU | etf | 62 | 0 |
| 2026-07-14 | XLV | candidate | 243 | 0 |
| 2026-07-14 | XLV | etf | 97 | 0 |
| 2026-07-14 | XLY | candidate | 241 | 0 |
| 2026-07-14 | XLY | etf | 44 | 0 |
| 2026-07-15 | AEP | candidate | 173 | 0 |
| 2026-07-15 | BAC | candidate | 183 | 0 |
| 2026-07-15 | BRK-B | candidate | 222 | 0 |
| 2026-07-15 | COST | candidate | 179 | 0 |
| 2026-07-15 | DIA | candidate | 265 | 0 |
| 2026-07-15 | EA | candidate | 184 | 0 |
| 2026-07-15 | ETR | candidate | 153 | 0 |
| 2026-07-15 | GS | candidate | 181 | 0 |
| 2026-07-15 | IWM | candidate | 268 | 0 |
| 2026-07-15 | JPM | candidate | 268 | 0 |
| 2026-07-15 | MPC | candidate | 244 | 0 |
| 2026-07-15 | MS | candidate | 182 | 0 |
| 2026-07-15 | PG | candidate | 217 | 0 |
| 2026-07-15 | PSX | candidate | 241 | 0 |
| 2026-07-15 | QQQ | candidate | 267 | 0 |
| 2026-07-15 | SO | candidate | 168 | 0 |
| 2026-07-15 | SPY | candidate | 244 | 0 |
