# Ping Weekly Archive -- 2026-W31

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-07-27 | ABBV | candidate | 253 | 0 |
| 2026-07-27 | BRK-B | candidate | 219 | 0 |
| 2026-07-27 | COST | candidate | 214 | 0 |
| 2026-07-27 | DIA | candidate | 267 | 0 |
| 2026-07-27 | GEV | candidate | 63 | 0 |
| 2026-07-27 | IWM | candidate | 270 | 0 |
| 2026-07-27 | JNJ | candidate | 265 | 0 |
| 2026-07-27 | JPM | candidate | 270 | 0 |
| 2026-07-27 | PG | candidate | 220 | 0 |
| 2026-07-27 | QQQ | candidate | 270 | 0 |
| 2026-07-27 | SPY | candidate | 242 | 0 |
| 2026-07-27 | SPY | etf | 217 | 0 |
| 2026-07-27 | V | candidate | 219 | 0 |
| 2026-07-27 | VTR | candidate | 236 | 0 |
| 2026-07-27 | WELL | candidate | 236 | 0 |
| 2026-07-27 | WMT | candidate | 222 | 0 |
| 2026-07-27 | XLB | candidate | 235 | 0 |
| 2026-07-27 | XLB | etf | 57 | 0 |
| 2026-07-27 | XLC | candidate | 240 | 0 |
| 2026-07-27 | XLC | etf | 73 | 0 |
| 2026-07-27 | XLE | candidate | 242 | 0 |
| 2026-07-27 | XLE | etf | 163 | 0 |
| 2026-07-27 | XLF | candidate | 242 | 0 |
| 2026-07-27 | XLF | etf | 107 | 0 |
| 2026-07-27 | XLI | candidate | 236 | 0 |
| 2026-07-27 | XLI | etf | 89 | 0 |
| 2026-07-27 | XLK | candidate | 242 | 0 |
| 2026-07-27 | XLK | etf | 120 | 0 |
| 2026-07-27 | XLP | candidate | 243 | 0 |
| 2026-07-27 | XLP | etf | 60 | 0 |
| 2026-07-27 | XLRE | candidate | 212 | 0 |
| 2026-07-27 | XLRE | etf | 57 | 0 |
| 2026-07-27 | XLU | candidate | 240 | 0 |
| 2026-07-27 | XLU | etf | 70 | 0 |
| 2026-07-27 | XLV | candidate | 240 | 0 |
| 2026-07-27 | XLV | etf | 70 | 0 |
| 2026-07-27 | XLY | candidate | 240 | 0 |
| 2026-07-27 | XLY | etf | 74 | 0 |
| 2026-07-28 | AAPL | candidate | 147 | 0 |
| 2026-07-28 | AEP | candidate | 177 | 0 |
| 2026-07-28 | BRK-B | candidate | 90 | 0 |
| 2026-07-28 | CAT | candidate | 86 | 0 |
| 2026-07-28 | CL | candidate | 225 | 0 |
| 2026-07-28 | COST | candidate | 183 | 0 |
| 2026-07-28 | DIA | candidate | 235 | 0 |
| 2026-07-28 | ETR | candidate | 171 | 0 |
| 2026-07-28 | GE | candidate | 86 | 0 |
| 2026-07-28 | GEV | candidate | 87 | 0 |
| 2026-07-28 | GOOGL | candidate | 29 | 0 |
| 2026-07-28 | IWM | candidate | 235 | 0 |
| 2026-07-28 | JPM | candidate | 239 | 0 |
| 2026-07-28 | KO | candidate | 236 | 0 |
| 2026-07-28 | LIN | candidate | 181 | 0 |
| 2026-07-28 | META | candidate | 29 | 0 |
| 2026-07-28 | NUE | candidate | 175 | 0 |
| 2026-07-28 | PG | candidate | 188 | 0 |
| 2026-07-28 | PM | candidate | 233 | 0 |
| 2026-07-28 | QQQ | candidate | 233 | 0 |
| 2026-07-28 | RTX | candidate | 90 | 0 |
| 2026-07-28 | SHW | candidate | 182 | 0 |
| 2026-07-28 | SO | candidate | 176 | 0 |
| 2026-07-28 | SPY | candidate | 204 | 0 |
| 2026-07-28 | SPY | etf | 208 | 0 |
| 2026-07-28 | V | candidate | 228 | 0 |
| 2026-07-28 | WMT | candidate | 186 | 0 |
| 2026-07-28 | XLB | candidate | 209 | 0 |
| 2026-07-28 | XLB | etf | 107 | 0 |
| 2026-07-28 | XLC | candidate | 210 | 0 |
| 2026-07-28 | XLC | etf | 46 | 0 |
| 2026-07-28 | XLE | candidate | 210 | 0 |
| 2026-07-28 | XLE | etf | 122 | 0 |
| 2026-07-28 | XLF | candidate | 210 | 0 |
| 2026-07-28 | XLF | etf | 121 | 0 |
| 2026-07-28 | XLI | candidate | 209 | 0 |
| 2026-07-28 | XLI | etf | 75 | 0 |
| 2026-07-28 | XLK | candidate | 209 | 0 |
| 2026-07-28 | XLK | etf | 143 | 0 |
| 2026-07-28 | XLP | candidate | 207 | 0 |
| 2026-07-28 | XLP | etf | 108 | 0 |
| 2026-07-28 | XLRE | candidate | 210 | 0 |
| 2026-07-28 | XLRE | etf | 53 | 0 |
| 2026-07-28 | XLU | candidate | 211 | 0 |
| 2026-07-28 | XLU | etf | 75 | 0 |
| 2026-07-28 | XLV | candidate | 212 | 0 |
| 2026-07-28 | XLV | etf | 130 | 0 |
| 2026-07-28 | XLY | candidate | 211 | 0 |
| 2026-07-28 | XLY | etf | 90 | 0 |
| 2026-07-29 | ABBV | candidate | 261 | 0 |
| 2026-07-29 | AMGN | candidate | 251 | 0 |
| 2026-07-29 | COST | candidate | 214 | 0 |
| 2026-07-29 | DIA | candidate | 254 | 0 |
| 2026-07-29 | IWM | candidate | 265 | 0 |
| 2026-07-29 | JNJ | candidate | 254 | 0 |
| 2026-07-29 | JPM | candidate | 255 | 0 |
| 2026-07-29 | KO | candidate | 205 | 0 |
| 2026-07-29 | LIN | candidate | 49 | 0 |
| 2026-07-29 | MRK | candidate | 255 | 0 |
| 2026-07-29 | NUE | candidate | 49 | 0 |
| 2026-07-29 | PG | candidate | 207 | 0 |
| 2026-07-29 | PM | candidate | 211 | 0 |
| 2026-07-29 | QQQ | candidate | 269 | 0 |
| 2026-07-29 | SHW | candidate | 109 | 0 |
| 2026-07-29 | SPY | candidate | 241 | 0 |
| 2026-07-29 | SPY | etf | 215 | 0 |
| 2026-07-29 | TGT | candidate | 170 | 0 |
| 2026-07-29 | WMT | candidate | 205 | 0 |
| 2026-07-29 | XLB | candidate | 228 | 0 |
| 2026-07-29 | XLB | etf | 55 | 0 |
| 2026-07-29 | XLC | candidate | 227 | 0 |
| 2026-07-29 | XLC | etf | 56 | 0 |
| 2026-07-29 | XLE | candidate | 228 | 0 |
| 2026-07-29 | XLE | etf | 139 | 0 |
| 2026-07-29 | XLF | candidate | 227 | 0 |
| 2026-07-29 | XLF | etf | 107 | 0 |
| 2026-07-29 | XLI | candidate | 229 | 0 |
| 2026-07-29 | XLI | etf | 71 | 0 |
| 2026-07-29 | XLK | candidate | 226 | 0 |
| 2026-07-29 | XLK | etf | 105 | 0 |
| 2026-07-29 | XLP | candidate | 226 | 0 |
| 2026-07-29 | XLP | etf | 71 | 0 |
| 2026-07-29 | XLRE | candidate | 232 | 0 |
| 2026-07-29 | XLRE | etf | 49 | 0 |
| 2026-07-29 | XLU | candidate | 228 | 0 |
| 2026-07-29 | XLU | etf | 65 | 0 |
| 2026-07-29 | XLV | candidate | 227 | 0 |
| 2026-07-29 | XLV | etf | 99 | 0 |
| 2026-07-29 | XLY | candidate | 224 | 0 |
| 2026-07-29 | XLY | etf | 46 | 0 |
