# Ping Weekly Archive -- 2026-W24

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-06-08 | C | candidate | 171 | 0 |
| 2026-06-08 | JPM | candidate | 252 | 0 |
| 2026-06-08 | MS | candidate | 132 | 0 |
| 2026-06-08 | SPY | etf | 154 | 0 |
| 2026-06-08 | WFC | candidate | 176 | 0 |
| 2026-06-08 | XLB | etf | 42 | 0 |
| 2026-06-08 | XLC | etf | 43 | 0 |
| 2026-06-08 | XLE | etf | 91 | 0 |
| 2026-06-08 | XLF | etf | 69 | 0 |
| 2026-06-08 | XLI | etf | 27 | 0 |
| 2026-06-08 | XLK | etf | 85 | 0 |
| 2026-06-08 | XLP | etf | 44 | 0 |
| 2026-06-08 | XLRE | etf | 38 | 0 |
| 2026-06-08 | XLU | etf | 57 | 0 |
| 2026-06-08 | XLV | etf | 70 | 0 |
| 2026-06-08 | XLY | etf | 41 | 0 |
| 2026-06-09 | ARM | candidate | 41 | 0 |
| 2026-06-09 | BKR | candidate | 223 | 0 |
| 2026-06-09 | CAT | candidate | 183 | 0 |
| 2026-06-09 | MPC | candidate | 181 | 0 |
| 2026-06-09 | SPY | etf | 151 | 0 |
| 2026-06-09 | VLO | candidate | 197 | 0 |
| 2026-06-09 | XLB | etf | 11 | 0 |
| 2026-06-09 | XLC | etf | 29 | 0 |
| 2026-06-09 | XLE | etf | 81 | 0 |
| 2026-06-09 | XLF | etf | 43 | 0 |
| 2026-06-09 | XLI | etf | 14 | 0 |
| 2026-06-09 | XLK | etf | 78 | 0 |
| 2026-06-09 | XLP | etf | 21 | 0 |
| 2026-06-09 | XLRE | etf | 14 | 0 |
| 2026-06-09 | XLU | etf | 44 | 0 |
| 2026-06-09 | XLV | etf | 37 | 0 |
| 2026-06-09 | XLY | etf | 23 | 0 |
| 2026-06-09 | XOM | candidate | 224 | 0 |
| 2026-06-10 | AAPL | candidate | 183 | 0 |
| 2026-06-10 | ADBE | candidate | 188 | 0 |
| 2026-06-10 | AMZN | candidate | 188 | 0 |
| 2026-06-10 | ANET | candidate | 183 | 0 |
| 2026-06-10 | ARM | candidate | 210 | 0 |
| 2026-06-10 | AVGO | candidate | 204 | 0 |
| 2026-06-10 | CAT | candidate | 249 | 0 |
| 2026-06-10 | GE | candidate | 247 | 0 |
| 2026-06-10 | GOOGL | candidate | 201 | 0 |
| 2026-06-10 | IBM | candidate | 187 | 0 |
| 2026-06-10 | KO | candidate | 243 | 0 |
| 2026-06-10 | LIN | candidate | 236 | 0 |
| 2026-06-10 | LRCX | candidate | 184 | 0 |
| 2026-06-10 | MAR | candidate | 190 | 0 |
| 2026-06-10 | MDLZ | candidate | 192 | 0 |
| 2026-06-10 | META | candidate | 191 | 0 |
| 2026-06-10 | MSFT | candidate | 186 | 0 |
| 2026-06-10 | MU | candidate | 189 | 0 |
| 2026-06-10 | NVDA | candidate | 186 | 0 |
| 2026-06-10 | PLTR | candidate | 188 | 0 |
| 2026-06-10 | SMCI | candidate | 188 | 0 |
| 2026-06-10 | SO | candidate | 170 | 0 |
| 2026-06-10 | SPY | etf | 153 | 0 |
| 2026-06-10 | TJX | candidate | 190 | 0 |
| 2026-06-10 | TSLA | candidate | 183 | 0 |
| 2026-06-10 | TSM | candidate | 207 | 0 |
| 2026-06-10 | UNH | candidate | 244 | 0 |
| 2026-06-10 | XLB | etf | 16 | 0 |
| 2026-06-10 | XLC | etf | 12 | 0 |
| 2026-06-10 | XLE | etf | 95 | 0 |
| 2026-06-10 | XLF | etf | 57 | 0 |
| 2026-06-10 | XLI | etf | 25 | 0 |
| 2026-06-10 | XLK | etf | 81 | 0 |
| 2026-06-10 | XLP | etf | 61 | 0 |
| 2026-06-10 | XLRE | etf | 20 | 0 |
| 2026-06-10 | XLU | etf | 49 | 0 |
| 2026-06-10 | XLV | etf | 58 | 0 |
| 2026-06-10 | XLY | etf | 23 | 0 |
