# Ping Weekly Archive -- 2026-W36

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-08-31 | AEM | candidate | 328 | 0 |
| 2026-08-31 | AEM | etf | 88 | 0 |
| 2026-08-31 | AU | candidate | 311 | 0 |
| 2026-08-31 | AU | etf | 94 | 0 |
| 2026-08-31 | CAT | candidate | 320 | 0 |
| 2026-08-31 | CAT | etf | 120 | 0 |
| 2026-08-31 | COST | candidate | 214 | 0 |
| 2026-08-31 | DIA | candidate | 313 | 0 |
| 2026-08-31 | FCX | candidate | 316 | 0 |
| 2026-08-31 | FCX | etf | 109 | 0 |
| 2026-08-31 | GOLD | candidate | 189 | 0 |
| 2026-08-31 | GOLD | etf | 46 | 0 |
| 2026-08-31 | GOOGL | candidate | 324 | 0 |
| 2026-08-31 | IWM | candidate | 332 | 0 |
| 2026-08-31 | MA | candidate | 160 | 0 |
| 2026-08-31 | META | candidate | 329 | 0 |
| 2026-08-31 | MPC | candidate | 310 | 0 |
| 2026-08-31 | MSFT | candidate | 327 | 0 |
| 2026-08-31 | NEM | candidate | 335 | 0 |
| 2026-08-31 | NEM | etf | 129 | 0 |
| 2026-08-31 | NUE | candidate | 222 | 0 |
| 2026-08-31 | NUE | etf | 55 | 0 |
| 2026-08-31 | PAAS | candidate | 324 | 0 |
| 2026-08-31 | PAAS | etf | 93 | 0 |
| 2026-08-31 | PG | candidate | 274 | 0 |
| 2026-08-31 | QQQ | candidate | 334 | 0 |
| 2026-08-31 | RGLD | candidate | 302 | 0 |
| 2026-08-31 | RGLD | etf | 34 | 0 |
| 2026-08-31 | SCCO | candidate | 256 | 0 |
| 2026-08-31 | SCCO | etf | 66 | 0 |
| 2026-08-31 | SMH | candidate | 17 | 0 |
| 2026-08-31 | SO | candidate | 220 | 0 |
| 2026-08-31 | SPY | candidate | 351 | 0 |
| 2026-08-31 | SPY | etf | 210 | 0 |
| 2026-08-31 | STLD | candidate | 212 | 0 |
| 2026-08-31 | STLD | etf | 27 | 0 |
| 2026-08-31 | TSM | candidate | 318 | 0 |
| 2026-08-31 | TSM | etf | 187 | 0 |
| 2026-08-31 | V | candidate | 318 | 0 |
